uid;project;month;email_count;word_count;openness;agreeableness;neuroticism;extraversion;conscientiousness;continent
-3221;samza;2015-07;;367;-6.332799999999999;5.366699999999999;2.3076000000000003;1.3564000000000003;-2.7332;
-3221;samza;2015-10;;91;-9.1775;6.463800000000001;2.7131;2.0545999999999998;-3.1314999999999995;
-3221;samza;2016-02;;143;-7.3532;6.196199999999999;3.6024000000000003;2.2096;-3.8058000000000005;
-3221;samza;2016-06;;66;-6.030999999999999;2.6669;4.1858;0.39580000000000004;-4.153;
-3221;samza;2016-07;;8;-12.625;8.75;-1.265;4.375;0.0;
-3221;samza;2016-08;;113;-7.260699999999999;4.351500000000001;2.3816;-0.13149999999999995;-2.2279;
-3220;calcite;2016-10;;219;-5.938999999999999;3.6817999999999995;3.9973;-0.5497;-4.445800000000001;
-3220;calcite;2016-11;;110;-3.5026;1.7381;2.4747;-0.5178;-3.2464;
-3220;calcite;2016-12;;36;-4.446299999999999;4.9161;-0.1938000000000002;0.5006000000000002;-1.0842;
-3220;calcite;2017-01;;243;-6.0838;3.6385;3.9688000000000003;-0.08399999999999996;-4.3118;
-3220;calcite;2017-02;;72;-4.907900000000001;4.142199999999999;2.2365;0.3753000000000001;-2.6677;
-3220;calcite;2017-03;;107;-2.4644999999999997;3.8864;1.2744000000000002;-0.48650000000000015;-1.4179000000000002;
-3220;calcite;2017-04;;18;-2.2798;-1.2221;4.2774;-1.9997999999999998;-6.0558;
-3220;calcite;2017-05;;15;-0.6653999999999991;2.2006;-0.09050000000000002;-2.0000999999999998;-3.5995000000000004;
-3220;calcite;2017-07;;31;-5.5498;3.0658;3.9819000000000004;-1.4837;-4.2591;
-3220;calcite;2017-08;;47;-8.852699999999999;7.5114;-0.5054999999999996;3.4471999999999996;-1.2769000000000001;
-3219;calcite;2016-11;;558;-7.429999999999999;4.220999999999999;4.4693;-0.2676000000000001;-4.4319;
-3219;calcite;2016-12;;587;-6.821999999999999;4.4537;3.6601;-0.10099999999999998;-3.7148999999999996;
-3219;calcite;2017-01;;205;-6.1133;4.678300000000001;2.2626;0.3061999999999999;-1.7131999999999998;
-3219;calcite;2017-02;;703;-6.4982999999999995;4.7663;3.1487;0.3723000000000001;-3.742400000000001;
-3219;calcite;2017-05;;488;-6.0474999999999985;4.080399999999999;3.4223000000000003;-0.11149999999999996;-3.7758000000000003;
-3219;calcite;2017-06;;78;-8.682199999999998;4.771799999999999;2.6471;1.0261;-3.4720000000000004;
-3219;calcite;2017-08;;174;-10.952899999999998;6.050500000000001;4.903300000000001;2.2329999999999997;-5.8044;
-3219;calcite;2017-09;;94;-4.5865;4.8286999999999995;1.3022000000000005;0.6595000000000002;-2.8194999999999997;
-3219;calcite;2017-11;;224;-7.5832;4.4329;3.749800000000001;0.2466;-3.7414;
-3219;samza;2015-02;;150;-8.8397;7.5451000000000015;3.1314;1.7797;-3.6008000000000004;
-3219;samza;2015-03;;147;-5.7469;4.8552;1.5937000000000001;0.8296000000000001;-2.2790999999999997;
-3219;samza;2015-04;;112;-5.0699;5.6336;1.4594;-0.7059000000000002;-1.3399999999999999;
-3219;samza;2015-08;;182;-6.6244999999999985;3.4474;4.9505;-0.9284000000000002;-5.2574000000000005;
-3219;samza;2015-09;;25;-2.84;3.6;1.67;0.0;-2.0;
-3218;calcite;2016-10;;150;-5.693499999999998;5.0432999999999995;1.6502000000000001;1.4191;-1.8188;
-3217;calcite;2017-08;;2570;-7.0927999999999995;4.360899999999999;3.3096;0.5271;-3.5893;
-3217;calcite;2017-09;;820;-6.472800000000001;4.007999999999999;3.7235;0.34190000000000004;-3.9501;
-3217;calcite;2017-10;;179;-7.851799999999998;4.1165;3.0817000000000005;0.7877000000000001;-3.4734000000000003;
-3216;calcite;2016-05;;314;-5.2498;4.2971;2.9033;-1.2653;-3.2653;
-3216;calcite;2016-06;;89;-5.1684;2.1689999999999996;4.5697;-0.7643;-5.0207;
-3216;calcite;2017-05;;404;-5.785900000000001;3.6127000000000002;3.2475;-0.3479999999999999;-3.712;
-3216;calcite;2017-08;;83;-8.065599999999998;7.380300000000001;2.3029000000000006;1.4821000000000002;-2.6997000000000004;
-3216;calcite;2017-09;;68;-8.040099999999999;6.0123;3.4482000000000004;1.7639999999999998;-4.4111;
-3216;calcite;2017-10;;22;-2.7743999999999995;4.0468;-0.2075999999999999;0.22869999999999996;-0.9555;
-3215;calcite;2016-01;;517;-7.7528;5.2469;3.5427;0.3324999999999999;-3.4448999999999996;
-3215;calcite;2016-02;;472;-7.2369;4.2179;3.9727;0.20190000000000002;-3.9703;
-3215;calcite;2016-03;;228;-7.431699999999998;3.9955;2.8751;0.9828;-2.9755999999999996;
-3215;calcite;2016-04;;51;-9.3315;6.940200000000001;4.1097;1.6278000000000001;-4.2347;
-3215;calcite;2016-05;;202;-8.416599999999999;5.7124999999999995;3.6628000000000003;0.7277;-3.573;
-3215;calcite;2016-06;;1207;-6.537699999999998;4.5916;3.4625999999999997;-0.23639999999999994;-3.3872999999999993;
-3215;calcite;2016-07;;242;-10.5622;6.413100000000002;3.5390000000000006;0.5912999999999999;-3.2742000000000004;
-3215;calcite;2016-08;;435;-8.0586;4.9876000000000005;3.2068;0.9728999999999999;-3.5040999999999998;
-3215;calcite;2016-09;;491;-8.256699999999999;5.627799999999998;3.4105999999999996;1.0636999999999999;-3.0757;
-3215;calcite;2016-10;;211;-7.410599999999999;5.3505;2.7537000000000007;0.9758000000000002;-2.4272;
-3215;calcite;2016-11;;57;-4.8221;3.2075;2.2854;-0.6482999999999999;-1.6482999999999999;
-3215;calcite;2016-12;;31;-4.7774;4.8073999999999995;1.6901000000000002;0.19419999999999993;-2.0638;
-3215;calcite;2017-01;;58;-6.101300000000001;4.3431999999999995;1.9707999999999999;-1.3795;-2.1028999999999995;
-3215;calcite;2017-02;;84;-7.0576;4.641;3.3957;0.6664000000000001;-4.5112;
-3215;calcite;2017-03;;311;-6.9141;4.3047;3.9820000000000007;0.8012999999999999;-3.8624000000000005;
-3215;calcite;2017-04;;25;-10.84;11.16;-0.08999999999999997;3.48;1.2000000000000002;
-3215;calcite;2017-05;;68;-8.4975;5.6301000000000005;3.1248;0.7644000000000002;-2.8823;
-3215;calcite;2017-06;;241;-6.606000000000002;4.8999999999999995;2.6335;0.7079000000000001;-3.1076;
-3215;calcite;2017-07;;115;-7.247799999999998;4.836100000000001;2.772;1.2267000000000001;-3.4354000000000005;
-3215;calcite;2017-08;;338;-8.068200000000001;4.420799999999999;3.8394000000000004;-0.34890000000000004;-3.3358000000000003;
-3215;calcite;2017-09;;1712;-7.2013;4.6524;3.4566;0.1963000000000002;-3.3229999999999995;
-3215;calcite;2017-10;;809;-7.7285;5.536599999999999;2.6816000000000004;1.5226000000000002;-3.1196000000000006;
-3215;calcite;2017-11;;1398;-8.7409;5.045800000000001;4.057;0.9459;-4.241300000000001;
-3215;calcite;2017-12;;171;-8.4795;5.4026;3.5651000000000006;0.8252000000000002;-3.4897;
-3215;phoenix;2015-11;;161;-6.8487;5.495500000000001;3.3148;-0.6853999999999999;-3.1361999999999997;
-3037;calcite;2015-09;;306;-6.649499999999999;5.4212;2.1197000000000004;-0.4332;-2.7328;
-3037;calcite;2015-10;;73;-9.3297;5.3019;3.6994000000000007;-0.9041999999999998;-3.2469000000000006;
-3037;phoenix;2014-01;;229;-4.042999999999999;4.1697;1.2106000000000001;-0.9158000000000001;-1.948;
-3037;phoenix;2014-02;;56;-4.037100000000001;2.5708;0.2905000000000002;-0.6073;-0.7158;
-3037;phoenix;2014-03;;60;-8.1;4.3022;4.9101;-0.24950000000000006;-4.6335;
-2972;bigtop;2015-02;;379;-6.607100000000001;4.2603;3.3;0.4421;-3.4192000000000005;
-2972;bigtop;2015-05;;19;-4.6305;2.3166;4.8429;-0.7375999999999998;-0.26300000000000007;
-2972;bigtop;2015-07;;53;-9.285;4.8495;4.6374;0.8679000000000001;-3.2816000000000005;
-2972;crunch;2013-03;;462;-6.629099999999999;4.492500000000001;3.7014;0.21530000000000005;-4.008000000000001;
-2972;crunch;2013-04;;368;-6.2277;4.3798;3.0414999999999996;0.6948;-3.3514999999999997;
-2972;crunch;2013-05;;59;-5.9467;5.015699999999999;-0.16319999999999968;1.0667;-0.7942;
-2972;crunch;2013-12;;112;-5.597100000000001;3.2222;2.6819999999999995;0.8646;-2.8128999999999995;
-2972;crunch;2014-06;;422;-5.667;3.6068999999999996;2.7035;0.048699999999999966;-2.7528;
-2972;crunch;2014-07;;375;-1.3977999999999993;4.1761;0.6396000000000002;0.4819999999999999;-1.8497000000000001;
-2972;crunch;2015-01;;80;-5.375000000000001;3.6375;2.16;0.6375;-2.4625;
-2972;crunch;2015-07;;48;-7.123900000000001;4.3957;1.0883000000000003;0.9168999999999998;-1.9989999999999999;
-2888;giraph;2012-09;;154;-7.374099999999999;5.638000000000001;2.6197;1.2854999999999999;-3.2748999999999997;
-2888;giraph;2012-10;;1140;-7.8142;5.7398;2.7880000000000003;1.1940000000000002;-3.0766999999999998;
-2888;giraph;2012-11;;2533;-7.3290999999999995;5.236299999999999;2.8261;0.8476999999999999;-2.5148;
-2888;giraph;2012-12;;1092;-6.924499999999999;5.033099999999999;2.3367;0.9232;-2.8850999999999996;
-2888;giraph;2013-01;;119;-9.3032;5.2440000000000015;3.1185;1.9670999999999996;-3.5375000000000005;
-2888;giraph;2013-02;;2694;-7.4091999999999985;4.7286;3.019100000000001;0.5014000000000001;-3.0671;
-2888;giraph;2013-03;;300;-10.0671;5.951200000000001;3.6293;2.5348999999999995;-3.7740000000000005;
-2888;giraph;2013-04;;575;-8.6044;5.726999999999999;3.306;1.2802000000000002;-3.5506;
-2888;giraph;2013-05;;18;-8.1103;5.888299999999999;1.5543;3.9995999999999996;-2.5553;
-2888;giraph;2013-06;;921;-9.049299999999999;5.1999;2.9555000000000002;1.7770000000000001;-3.3444000000000003;
-2888;giraph;2013-07;;817;-7.728699999999998;5.144500000000001;2.6991000000000005;1.8522;-3.1588000000000003;
-2888;giraph;2013-08;;994;-7.3206;4.810200000000002;2.8312999999999997;1.3385999999999996;-3.3439;
-2887;giraph;2012-07;;1477;-8.892599999999998;5.418100000000001;3.6637999999999997;0.9601000000000001;-3.4947;
-2887;giraph;2012-08;;5719;-8.2445;5.3422;3.2802000000000002;0.8512000000000001;-3.3405;
-2887;giraph;2012-09;;3243;-9.2437;5.5848;3.4886;0.9365999999999999;-3.6344999999999996;
-2887;giraph;2012-10;;1769;-9.024700000000001;6.447300000000001;3.3141000000000003;1.7194999999999996;-2.9833000000000003;
-2887;giraph;2012-11;;2583;-8.5284;5.800499999999999;2.8124000000000002;1.4544000000000001;-2.9111000000000002;
-2887;giraph;2012-12;;269;-6.216;5.7333;1.8101000000000003;1.9623000000000004;-2.3131999999999997;
-2887;giraph;2013-02;;4240;-7.272399999999999;4.9302;2.8375;0.40149999999999986;-2.8437;
-2887;giraph;2013-03;;1459;-9.787999999999998;6.038500000000001;3.9472;1.6217;-3.7638;
-2887;giraph;2013-04;;1452;-7.482599999999999;5.191999999999999;3.2136;0.9915;-2.9486;
-2887;giraph;2013-05;;5224;-7.774700000000001;5.4182;2.4240000000000004;0.6238;-2.4831999999999996;
-2887;giraph;2013-06;;82;-9.5015;5.5863;3.7443;1.9871000000000003;-3.8053;
-2887;giraph;2013-07;;1661;-8.5309;5.52;3.2167999999999997;1.1744;-3.1645;
-2887;giraph;2013-08;;925;-7.720900000000001;5.287499999999999;3.5209000000000006;1.0785999999999998;-3.8312000000000004;
-2887;giraph;2013-09;;347;-8.5639;5.667500000000002;3.5839999999999996;1.1644999999999999;-3.4983;
-2887;giraph;2013-10;;588;-8.4567;5.746;3.3243;1.7985999999999998;-3.0441000000000003;
-2887;giraph;2013-11;;83;-5.299900000000001;4.107600000000001;2.2664;0.9275;-3.4574000000000007;
-2887;giraph;2014-01;;1145;-7.867800000000001;5.214300000000001;2.5272;1.2923999999999998;-2.7236;
-2887;giraph;2014-02;;14;-9.7869;5.8572;1.0382;3.2859;-1.6421999999999999;
-2887;giraph;2014-05;;59;-6.8084999999999996;6.351999999999999;2.0420000000000003;1.5923;-2.5587;
-2887;giraph;2014-06;;95;-8.9866;7.5151;3.4888000000000003;2.1879999999999997;-3.0948;
-2887;giraph;2014-07;;566;-10.4446;5.388700000000001;4.1966;1.7198999999999998;-4.3838;
-2887;giraph;2014-08;;65;-9.187000000000001;6.1251999999999995;2.8024000000000004;2.6775;-2.7840000000000003;
-2887;giraph;2014-10;;150;-4.1267000000000005;3.372700000000001;1.7122;0.3268;-1.6948999999999999;
-2887;giraph;2014-11;;161;-5.1478;4.7765;1.2824;-0.01720000000000005;-1.4654;
-2887;giraph;2014-12;;76;-6.1556;4.4197999999999995;3.4535;0.7631999999999999;-3.1731;
-2887;giraph;2015-02;;134;-6.8515;5.4796000000000005;2.0488;0.9706999999999998;-1.6487;
-2886;giraph;2012-05;;39;-12.7927;6.6909;5.6736;-0.02579999999999999;-5.2304;
-2885;giraph;2014-06;;295;-8.681899999999999;5.2485;4.4616;1.3879000000000001;-4.3656999999999995;
-2885;giraph;2015-06;;502;-6.5251;5.4487000000000005;2.7660000000000005;1.2424000000000002;-2.574900000000001;
-2885;giraph;2017-04;;28;-10.3912;5.5692;2.3247;2.2491;-2.4286999999999996;
-2884;giraph;2015-07;;104;-9.5742;5.874300000000001;2.8491;1.7314;-3.1233;
-2884;giraph;2015-12;;586;-5.507499999999999;4.3579;2.4777;0.5492000000000001;-3.0900000000000003;
-2884;giraph;2016-03;;165;-4.566299999999998;3.0248999999999997;1.5655999999999999;0.4794999999999999;-2.4730999999999996;
-2884;giraph;2016-05;;247;-8.0565;4.8017;1.5941000000000003;1.1412;-2.6741;
-2884;giraph;2016-07;;177;-5.714500000000001;4.0048;3.0275999999999996;-0.2089999999999999;-4.0192;
-2884;giraph;2016-08;;173;-6.0446;5.0058;0.6647000000000002;1.4092;-2.2827;
-2884;giraph;2016-10;;5;-0.7999999999999998;2.2;0.11;0.0;0.0;
-2884;giraph;2016-11;;1389;-6.951299999999999;4.9504;2.5803000000000003;1.6122999999999994;-3.5395999999999996;
-2884;giraph;2016-12;;41;-3.6608;6.0512;0.7675000000000005;0.21960000000000002;-1.9265;
-2884;giraph;2017-07;;99;-8.059800000000001;3.7066999999999997;2.837;0.8989;-3.5854999999999997;
-2883;giraph;2014-05;;115;-7.871199999999999;3.7832;4.2325;1.0424999999999998;-4.1400999999999994;
-2883;giraph;2014-06;;528;-9.3659;4.317700000000001;4.5937;0.7324999999999999;-4.499200000000001;
-2883;giraph;2014-07;;1039;-7.951999999999998;5.521900000000001;3.0145000000000004;0.42300000000000004;-2.2045000000000003;
-2883;giraph;2014-08;;550;-9.379699999999998;6.196199999999999;3.3109000000000006;1.3195999999999997;-2.6103;
-2883;giraph;2014-10;;192;-10.923800000000002;4.3462;5.7931;1.4013000000000002;-5.5475;
-2883;giraph;2014-11;;81;-12.9217;5.0712;4.4664;2.5556;-5.0732;
-2883;giraph;2014-12;;23;-8.827099999999998;8.479;-0.1944999999999999;1.1307;0.7395;
-2883;giraph;2015-06;;233;-8.9178;4.781899999999999;2.656;2.2107;-3.4696999999999996;
-2883;giraph;2015-07;;411;-8.742799999999999;5.1107;3.1600999999999995;1.6480000000000001;-3.4113;
-2883;giraph;2016-06;;246;-9.7883;7.9791;2.6007000000000002;1.4571999999999998;-2.1698;
-2883;giraph;2016-07;;119;-9.457600000000001;5.409599999999999;4.1097;1.0836000000000001;-3.9575;
-2883;giraph;2016-09;;118;-11.5126;8.7216;2.7386000000000004;2.8373000000000004;-3.2800000000000002;
-2883;giraph;2016-10;;296;-9.279;6.419299999999999;2.68;1.4894000000000003;-2.2929000000000004;
-2883;giraph;2016-12;;284;-8.9482;5.744800000000001;2.4136;2.22;-3.2707;
-2883;giraph;2017-01;;61;-10.655399999999998;6.0997;2.4539;2.5911999999999997;-3.1805000000000003;
-2882;giraph;2012-06;;93;-7.410399999999999;5.4415000000000004;3.6068000000000002;2.0644;-4.4968;
-2882;giraph;2012-07;;3767;-7.171200000000001;4.9642;3.1283;0.5413999999999999;-3.2519000000000005;
-2882;giraph;2012-08;;6311;-7.1286000000000005;5.5737;2.7308000000000003;1.1344;-2.8219000000000003;
-2882;giraph;2012-09;;19;-13.841199999999997;6.7355;7.319899999999999;3.3144;-6.999199999999999;
-2882;giraph;2012-10;;160;-6.2978000000000005;4.1291;2.8843000000000005;1.1669;-3.0743;
-2882;giraph;2012-11;;2535;-6.365599999999999;4.273100000000001;3.0241;0.6882999999999999;-3.5097999999999994;
-2882;giraph;2012-12;;657;-7.287100000000001;4.349800000000001;3.5523999999999996;0.6041000000000001;-3.7918999999999996;
-2882;giraph;2013-01;;715;-6.754900000000001;5.1802;2.348;1.3131;-3.0302000000000002;
-2882;giraph;2013-02;;4020;-6.014399999999999;4.7075000000000005;3.0116000000000005;0.11459999999999992;-3.0852000000000004;
-2882;giraph;2013-03;;10181;-6.3464;5.163900000000001;2.9859;0.6902999999999999;-3.3291;
-2882;giraph;2013-04;;1404;-7.5758;4.473400000000001;3.619900000000001;0.937;-3.859000000000001;
-2882;giraph;2013-05;;668;-6.884600000000002;4.5756;2.4969;1.12;-3.0891999999999995;
-2882;giraph;2013-06;;226;-6.832400000000001;3.641600000000001;4.5246;0.5912000000000002;-4.6533;
-2882;giraph;2013-07;;1064;-6.917199999999999;4.184;3.1005;1.0;-3.6361999999999997;
-2882;giraph;2013-08;;227;-8.261099999999999;4.9581;2.7658000000000005;2.0524999999999998;-3.4134;
-2882;giraph;2013-09;;183;-9.2867;6.0067;2.6791;2.0770999999999997;-2.6296000000000004;
-2858;calcite;2014-11;;432;-8.9777;5.1992;3.7482;0.9914000000000001;-3.7442;
-2858;calcite;2014-12;;292;-7.682199999999998;4.5484;3.8245000000000005;0.8481000000000001;-3.7768;
-2858;calcite;2015-01;;449;-9.4315;7.042800000000001;3.3765;1.1541;-3.6950000000000003;
-2858;calcite;2015-02;;992;-8.427799999999998;5.8845;4.0624;0.728;-4.1165;
-2858;calcite;2015-03;;370;-8.4293;6.244800000000001;3.3263;0.03810000000000002;-2.9857000000000005;
-2858;calcite;2015-04;;335;-7.6008;5.4369;3.1619;0.43710000000000004;-3.4883000000000006;
-2858;calcite;2015-05;;39;-11.484700000000002;8.05;5.674200000000001;0.6409999999999999;-5.7179;
-2858;calcite;2015-06;;56;-8.590499999999999;7.2826;3.9000000000000004;0.6242999999999997;-3.6272;
-2858;calcite;2015-07;;1079;-8.6735;6.0280000000000005;3.2515000000000005;1.1376;-3.3501000000000003;
-2858;calcite;2015-08;;547;-8.9041;5.734999999999999;2.5743;0.7904;-2.4575000000000005;
-2858;calcite;2015-09;;450;-6.3036;5.5905;1.4883999999999997;1.2008;-2.0963;
-2858;calcite;2015-10;;1124;-7.132200000000001;5.1579;3.3283;0.8216000000000001;-3.724;
-2858;calcite;2015-11;;263;-6.318500000000001;4.9183;2.9081;-0.04560000000000003;-2.7903000000000002;
-2858;calcite;2015-12;;130;-9.939899999999998;5.161400000000001;6.125100000000001;1.1614;-6.6225000000000005;
-2858;calcite;2016-01;;337;-9.6994;6.036700000000001;4.824300000000001;1.2754000000000003;-4.8264000000000005;
-2858;calcite;2016-02;;149;-5.9253;4.6242;3.8405;0.2139000000000002;-4.5699;
-2858;calcite;2016-03;;293;-9.3452;7.069100000000001;4.2482;0.8413999999999999;-3.8687000000000005;
