uid;project;month;email_count;opennes;agreeableness;neuroticism;extraversion;conscientiousness;opennes_percentile;agreeableness_percentile;neuroticism_percentile;extraversion_percentile;conscientiousness_percentile
-3334;accumulo;2012-02;24014;0.8256281803226279;0.6231074574321287;0.5029222132083386;0.4677837655000121;0.5968282497499695;0.992046187730321;0.0013692768406262101;0.7358976795664725;0.031091629475218596;0.25161081936180973
-3334;accumulo;2012-03;24014;0.7947396701503274;0.6300924746142051;0.4850562323576988;0.4983832155811728;0.5842665456675952;0.9255670689298461;0.0024015398487992057;0.6231701822701678;0.11914674861507035;0.17392758003686748
-3334;accumulo;2012-04;24014;0.7599238391549425;0.6318034295774342;0.448827777352332;0.4684662527595356;0.5736581045825391;0.6379782366286576;0.002743882417287291;0.3711334149654673;0.03217894481178257;0.12176532908139309
-3334;accumulo;2012-05;24014;0.7914391967399743;0.6433470022679924;0.4791217764485173;0.5187271877767322;0.579284451360015;0.9099054139279545;0.0064495444649787514;0.5825978567402759;0.23472904948231432;0.14787842767904713
-3334;accumulo;2012-06;24014;0.759710477339926;0.6271133701449383;0.44355218439382793;0.46868416785168;0.5566003441683999;0.6354703212760775;0.0018964590776832102;0.33635240603883343;0.032532660927999224;0.0627694836145185
-3334;accumulo;2012-07;24014;0.7687573683452149;0.6188120470850903;0.4684615170348796;0.4847142180808055;0.5526131996557473;0.7355678391639917;0.000955572026761109;0.5077539486351165;0.06869502292601554;0.05289392199096721
-3334;accumulo;2012-08;24014;0.8036906845637999;0.643553643041733;0.48878389491447716;0.5026367637659671;0.5857088164285414;0.9576379154531386;0.006544374889864868;0.6480064929270605;0.13919519700640232;0.18198275606752012
-3334;accumulo;2012-09;24014;0.8019074440114617;0.6409990663506784;0.495219003520608;0.5168826010769654;0.5686371374700211;0.9523476491993882;0.005454442425295025;0.6893818060437871;0.2222258065497753;0.10135670220949722
-3334;accumulo;2012-10;24014;0.7225595818724592;0.6378745175924229;0.40973013302149397;0.4336936614455215;0.5660695845580193;0.20689274454886053;0.004342638003340837;0.15329081985662213;0.00428263595143491;0.09193909522331883
-3334;accumulo;2012-11;24014;0.7803767766208829;0.6112579542875076;0.49502862900272526;0.4951064528766568;0.5692913161163913;0.8398105583890845;0.0004943506083321392;0.6881883510705196;0.10515852289556643;0.10386479010189487
-3334;accumulo;2012-12;24014;0.7937258984256785;0.6232590557587554;0.5098627777906504;0.4785021439566189;0.6009247998553349;0.9209949909369302;0.0013864967216066226;0.7745364659340634;0.052103512335264446;0.2804189000651112
-3334;accumulo;2013-01;24014;0.7959876934417309;0.6103090923753376;0.4950849928708092;0.47888364508586323;0.5805242758308485;0.9309148527235357;0.0004539877795527447;0.6885419020446144;0.05302099712906155;0.1541030063904823
-3334;accumulo;2013-02;24014;0.7917619019449637;0.6195394616716164;0.48849992698039935;0.4754672626955566;0.5796938870875414;0.9115369810221217;0.0010163709714098856;0.6461350140535802;0.04524657479778582;0.14991512590580164
-3334;accumulo;2013-03;24014;0.7807145147078541;0.6036100033379215;0.4830730201451129;0.4764699859705841;0.573104552517514;0.8423728882515436;0.000245057476912669;0.6097381231959347;0.04742691111593478;0.11938322331737189
-3334;accumulo;2013-04;24014;0.7532918905182859;0.6070397472295987;0.47352572549984057;0.4696640663221861;0.560763994512731;0.5577773456343857;0.0003371405810693173;0.543507190146383;0.034163069070649255;0.07455777734992908
-3334;accumulo;2013-05;24014;0.8011683283301287;0.6115120336949185;0.49753816467857337;0.470475544721911;0.5879094664341792;0.9500053210058107;0.0005057091810142245;0.7037578084326213;0.03556357087189088;0.19471489380080875
-3334;accumulo;2013-06;24014;0.8087550055342506;0.63264751703497;0.5017140476828237;0.48704129819089376;0.6006011632461805;0.9701181204099075;0.002928497091707283;0.7288427992061517;0.07586725976684672;0.2780861381009123
-3334;accumulo;2013-07;24014;0.7978437049348942;0.6247771550308185;0.48359168760018634;0.490117722998447;0.582707525192583;0.9383139228862161;0.0015701710518638556;0.6132643963586785;0.08620670657223328;0.1654795655368274
-3334;accumulo;2013-08;24014;0.7929393892801218;0.6108711993855553;0.49144325854165327;0.4808963872800384;0.5769944056030065;0.9173037085604105;0.00047751349508362573;0.6653538305832564;0.05807540019163354;0.13682940737764548
-3334;accumulo;2013-09;24014;0.7883341084725762;0.6011822511405394;0.5092047991967773;0.47570439095423833;0.584039630226028;0.8930506651210973;0.0001946965824447533;0.771016378958622;0.04575476844792109;0.17268120119952862
-3334;accumulo;2013-10;24014;0.8037415647228797;0.6247674881650906;0.5111115404783471;0.4759681581965991;0.6100888903478582;0.9577815881945533;0.0015689344138428707;0.781132192071768;0.046325431574025744;0.3500759284848176
-3334;accumulo;2013-11;24014;0.7867165240712493;0.6256211502808795;0.49679712829674993;0.45975155662647693;0.5886611225875472;0.8834185629920444;0.0016816280742508738;0.6991974837337417;0.020428119762625874;0.19918495645622475
-3334;accumulo;2013-12;24014;0.7954189329390884;0.6298896996316364;0.49484444061617905;0.4741989483133613;0.5899595289745052;0.9285156232532534;0.002363640411818524;0.6870317927254712;0.04260503936192184;0.20705060808161346
-3334;accumulo;2014-01;24014;0.7786494113770249;0.6210230224020179;0.49047036269029576;0.4767016004348882;0.5809283849841043;0.8262823680972338;0.0011515108541433339;0.659045990909728;0.04794231904008589;0.15616877187391137
-3334;accumulo;2014-02;24014;0.7880673975307741;0.6263110585796561;0.5067717453424923;0.46391518217583916;0.6066709851069682;0.8915033132868441;0.0017780364690612727;0.7577356555122301;0.025488075923574383;0.3233336780664442
-3334;accumulo;2014-03;24014;0.786581980415414;0.6180515409231586;0.501241177206712;0.47341609085996655;0.5897290203938532;0.8825905418018967;0.0008955934853493996;0.7260561876148307;0.04103777509433337;0.20564094085560614
