uid;project;month;email_count;word_count;openness;agreeableness;neuroticism;extraversion;conscientiousness;continent;openness_percentile;agreeableness_percentile;neuroticism_percentile;extraversion_percentile;conscientiousness_percentile
-3222;calcite;2016-05;5;280;0.8247802028550562;0.6355358753142293;0.5176941834899266;0.5479590419019448;0.5458520903152942;;0.9914480824824345;0.003647954424731037;0.8140164314925833;0.4727795479787318;0.03900253992616909
-3222;calcite;2016-07;2;106;0.8018360661817421;0.6776896042753955;0.5223756632756605;0.4830592503784258;0.662973139183383;;0.9521253513974441;0.05232918101188616;0.8354284293375324;0.06392088638865312;0.7729947366814982
-3221;calcite;2014-10;27;3918;0.815615412210944;0.6481857564223197;0.5126606770212155;0.4894169557016925;0.6273390697866141;;0.982021425810983;0.009019234169636348;0.78915807587481;0.0837634718037672;0.4939107063472342
-3221;calcite;2014-11;53;5355;0.8086383821581711;0.6301129531362246;0.5053853316349555;0.46796892612863095;0.629901120933983;;0.9698695330142479;0.002405397775309237;0.7499852152456309;0.03138357265839581;0.5158208117903081
-3221;calcite;2014-12;35;3168;0.8217974536569058;0.6452003802783406;0.5095097424135087;0.4938127459243712;0.6089999635270327;;0.9890195479612403;0.007345201752424979;0.7726516004602952;0.09997646522154979;0.3414670617554842
-3221;calcite;2015-01;57;5290;0.805677412645091;0.6246783765068793;0.5115087960273972;0.4453386597147373;0.6334271475030221;;0.9629614741671426;0.0015575765125648844;0.7832069122554277;0.008942887267666233;0.5458831841377548
-3221;calcite;2015-02;40;5721;0.8112585200046283;0.6205425229096024;0.49335069935479214;0.47476933256060083;0.6062724980980867;;0.9750573759960746;0.00110603830704592;0.6775850063646041;0.043777137710937386;0.320271195144203
-3221;calcite;2015-03;66;5276;0.8190186051691069;0.6384472224084171;0.5064803955390925;0.4853486869219591;0.6229077279889672;;0.9862380137222051;0.004529837804326364;0.7561178121707098;0.07059655155566524;0.45609601057275784
-3221;calcite;2015-04;35;2514;0.8129271490511106;0.6499198500321408;0.49173344322747964;0.4651309110413424;0.6356382812056667;;0.9779537737321884;0.010137822341199365;0.6672263634012939;0.027149953767328427;0.5646126323755706
-3221;calcite;2015-05;34;3068;0.8123896321382675;0.6467864234084877;0.5054258692967222;0.4832241244197367;0.6246813721982082;;0.977053436385023;0.008196934514157483;0.7502136843031747;0.06438461022809366;0.471202920963847
-3221;calcite;2015-06;37;3172;0.8180359543455724;0.6371911670067203;0.48665515959913946;0.4854671944893897;0.5973496369242697;;0.9851183832429568;0.00412833960532033;0.633892849217946;0.07095616533500493;0.2551885650489638
-3221;calcite;2015-07;60;4365;0.8228462890866542;0.6472665368561834;0.5137005684485283;0.47010996103618385;0.6263089955745049;;0.9899344293427026;0.008471325265476448;0.7944474383924092;0.034926903394352116;0.4851031990657611
-3221;calcite;2015-08;32;2052;0.8238148437016244;0.6341252865077407;0.5038425941259432;0.4882243593043757;0.6128405865480946;;0.9907194730095369;0.0032788387024245136;0.7412086251940223;0.0797256112664102;0.37216756633357906
-3221;calcite;2015-09;33;3498;0.8190721646492946;0.6290242063278115;0.519367403391291;0.48580958010857433;0.6463355966401033;;0.9862968933699998;0.002207889550971842;0.821859976537809;0.07200304804843749;0.6524818096798342
-3221;calcite;2015-10;45;2929;0.8007263197269873;0.6778295667404135;0.5165452770960469;0.4905618223748961;0.6338122665510495;;0.9485612528246732;0.05270676048986073;0.8085086587516228;0.0877824260564033;0.5491538929858089
-3221;calcite;2015-11;66;6258;0.8211647118481569;0.6425941518936266;0.519836623445129;0.5056670899636154;0.62528819229766;;0.9884333159229561;0.006114253416208915;0.8240215481038812;0.15480668411278808;0.47638211297550614
-3221;calcite;2015-12;41;4015;0.8150032371021155;0.6364388418005581;0.5125283895813797;0.5011871921026689;0.6143130132180493;;0.9811562479221896;0.003903397227977279;0.7884795252788468;0.13211976278049054;0.384169417518443
-3221;calcite;2016-01;62;6390;0.8113760164935282;0.6393423321057794;0.5151863398546384;0.48479854189072086;0.6279060482703901;;0.9752712773818379;0.004836873848965473;0.8018665110481482;0.06894544478738462;0.4987601193571492
-3221;calcite;2016-02;57;5511;0.8113365598982003;0.6368950639044626;0.514332843815607;0.48308699120448595;0.609294287117968;;0.97519961923675;0.004038457280973018;0.7976246065312395;0.06399872782314941;0.3437860385924804
-3221;calcite;2016-03;75;5545;0.8124311127086833;0.6528763015903755;0.5168663523496602;0.4737564995262124;0.6290778216186129;;0.977124001981268;0.012325128966010623;0.8100578410032979;0.04171342399025052;0.508782165103713
-3221;calcite;2016-04;31;1435;0.8167733975196665;0.6675218697742176;0.4996223781960008;0.4891942364854247;0.6295663075671478;;0.9835655767525432;0.030160482930889743;0.7164108138200188;0.08299795424554796;0.5129588567603072
-3221;calcite;2016-05;70;4916;0.8219699877910975;0.6498034954005665;0.5290435078796776;0.49949900650528195;0.6127953797903362;;0.9891748446120558;0.010059146489832194;0.8630498554570546;0.12419712164287533;0.3718009734677276
-3221;calcite;2016-06;53;3852;0.8181918489013214;0.6402490294016472;0.5043242412528659;0.4900885597092063;0.61611516517132;;0.9853010727094169;0.005166664631816809;0.7439657166113622;0.08610397671625591;0.39901034039994787
-3221;calcite;2016-07;25;1896;0.8140485662691173;0.6343070301748845;0.5134592701659901;0.5161490834977486;0.6160218428118549;;0.979736430683398;0.0033244319451365967;0.7932271555070636;0.21736139308582303;0.3982380210384714
-3221;calcite;2016-08;23;1276;0.8221247462255038;0.6671470130835251;0.5381076159428315;0.4902690106730642;0.6430360430659954;;0.9893125114254523;0.02952173538387043;0.8952454450102308;0.08674110043931643;0.6260030524007402
-3221;calcite;2016-09;67;4507;0.8270201139065293;0.6418395915115357;0.5208435333897723;0.4796479047748623;0.6169784549725904;;0.9929484328043696;0.005793790036252411;0.8286037789844485;0.05489750186226572;0.40617315051487274
-3221;calcite;2016-10;58;4619;0.8189341227615207;0.6502657706114934;0.5045475302128017;0.4777416030722538;0.6267300611827944;;0.9861446959223037;0.010374903461810081;0.7452386710124141;0.050312119621568785;0.4887028282828154
-3221;calcite;2016-11;49;4047;0.81834893109464;0.6356767919743381;0.5251338617997966;0.4970647992843934;0.6174424584164036;;0.98548319916015;0.0036868041369382265;0.8472641351681791;0.11336826859969729;0.41003621897735265
-3221;calcite;2016-12;42;2392;0.8253728672056427;0.645390373367086;0.5141945140414789;0.4855821395085116;0.6077453834841382;;0.9918701006716804;0.007442940751888172;0.7969320240236734;0.07130631111862679;0.3316501045449803
-3221;calcite;2017-01;44;2665;0.8209403343870844;0.6456196370654355;0.5205884875978974;0.5045505135805776;0.6245887105350364;;0.9882189996784698;0.007562406212792694;0.8274503952926899;0.1489248359074966;0.4704124629217755
-3221;calcite;2017-02;37;3095;0.819331809779155;0.6548766614464245;0.5231206435585829;0.4838280304109529;0.6377212477899029;;0.9865792587358067;0.014027294068327534;0.8386823087216103;0.06610550276941751;0.5821255630059513
-3221;calcite;2017-03;52;3631;0.8142533380996247;0.6436139796235748;0.5157185251754779;0.4778277778457697;0.6333381065755082;;0.9800483859131304;0.006572295821972884;0.8044841070736745;0.0505125979617857;0.5451265330255947
-3221;calcite;2017-04;32;2232;0.8161389263172225;0.6491333593296367;0.5001502186363157;0.5019563289230686;0.610361791396168;;0.9827342080093606;0.00961630983898032;0.7195736901711884;0.13584246875383565;0.35224577870724433
-3221;calcite;2017-05;58;4511;0.8109209434918769;0.6465670427926189;0.5061282156692113;0.48370510371344266;0.6173674384825397;;0.97443417231091;0.008074176374952613;0.7541544269503822;0.06575235244181954;0.4094110366743603
-3221;calcite;2017-06;54;3495;0.8174499986616734;0.6570647109440603;0.5194063217408729;0.5023033187544936;0.6274642366725393;;0.9844141500845625;0.01611754429831047;0.8220398969462805;0.13754522998125412;0.4949812165713674
-3221;calcite;2017-07;43;3323;0.8357198382593564;0.6581690674711809;0.522282292560255;0.5056470923272218;0.6157625463091766;;0.9968054655120796;0.01727028377486034;0.8350176314921597;0.15470000998649552;0.39609422953271506
-3221;calcite;2017-08;48;3681;0.8174777605071689;0.6523476739285394;0.5251274062370768;0.49988041388209004;0.6335571354962954;;0.984448149923987;0.011906367618697622;0.8472371098851018;0.12595733607118254;0.5469874951404183
-3221;calcite;2017-09;51;2976;0.8126685185765099;0.6492484622757352;0.5069944043803809;0.47615160643024923;0.618748763476431;;0.977524361833772;0.009691137579872944;0.7589681321187498;0.04672568252853426;0.42095769711470554
-3221;calcite;2017-10;42;2557;0.8116274592878611;0.6539999219318722;0.5288942052200045;0.4889719785667307;0.6278757366948432;;0.9757238600806855;0.013257791640904126;0.8624682932680336;0.08223928005021364;0.49850085098745256
-3221;calcite;2017-11;50;4555;0.8121651906765688;0.647989365369559;0.5126379009833565;0.49337538300401373;0.6204570047204954;;0.9766684351776675;0.008899633817551045;0.7890413403145744;0.09826745738462761;0.4353306178133529
-3221;calcite;2017-12;31;2176;0.8206227867295846;0.6516894161932475;0.49121901116835476;0.48543656952703074;0.6248984309339809;;0.987909805555691;0.011402214527421572;0.6639039593321165;0.07086309867629836;0.473054997362438
-3221;parquet;2017-02;1;285;0.8603103829457096;0.6249392894646542;0.5027616990446862;0.4942891909952204;0.6276490738517811;;0.9997650314819502;0.001591045035024441;0.7349657981777762;0.10186277701958435;0.496562130574473
-3221;parquet;2017-12;1;114;0.8638559621802908;0.7305604536425903;0.48585259118094654;0.527031174587589;0.6061419561242019;;0.9998459455603126;0.38485823225707316;0.6285231630447824;0.29554009062970454;0.3192705869251081
-3221;phoenix;2017-06;2;146;0.8039554399226922;0.6790622365205736;0.5036477001777383;0.5839023658541959;0.5895509523849047;;0.9583812114147617;0.056126230314053616;0.7400886437594745;0.7694977355242849;0.20455588258357416
-3221;phoenix;2017-07;4;104;0.8136833628994692;0.7801577628237906;0.5045007695182023;0.5250199657687228;0.6209988356533443;;0.9791698030707048;0.8301712368239931;0.7449723662059496;0.28016820071684967;0.43990836553699336
-3221;samza;2015-01;11;2478;0.8273512264320912;0.5959192692794687;0.5022672171689125;0.5121277591322201;0.5953864134200996;;0.9931492743428862;0.0001168197671747584;0.732084571651857;0.19180825416440833;0.24185658174831237
-3221;samza;2015-02;8;1285;0.8056207773026258;0.6166327216724601;0.5257119513344428;0.4895452510524236;0.6041129732804464;;0.9628176710311735;0.0007928524957372951;0.8496713684805559;0.08420684203593981;0.30389112093693116
-3221;samza;2015-03;5;1599;0.8216213930432698;0.6173508813418689;0.4953576768914444;0.48260855839734096;0.6026322093958378;;0.9888590826355521;0.000843417424481463;0.6902498953029765;0.06266652346228146;0.2928802174163088
-3221;samza;2015-04;9;1331;0.8114561258889174;0.6565027589541048;0.5258999080330123;0.5220966090724969;0.6284544778769772;;0.9754162318906026;0.015556722605125528;0.8504485664948526;0.2585398886048503;0.5034510640727535
-3221;samza;2015-05;2;175;0.7935917912343603;0.6186120504223733;0.47866817961113006;0.5113818408401227;0.5925914681849092;;0.9203745751502647;0.0009394513545860628;0.5794542043751734;0.18727900724465346;0.2235472717358824
-3221;samza;2015-06;2;647;0.8339396734749738;0.6189765215513306;0.4777354353275234;0.4939053947954596;0.5864750938898988;;0.9962227453225072;0.0009690193836779937;0.5729740879908929;0.10034126264996662;0.18635584080198392
-3221;samza;2015-07;2;362;0.8607132041591311;0.6446560376726258;0.4971653217923459;0.5434629485102583;0.5981278810632785;;0.9997759034851846;0.0070714092127339145;0.7014673012561305;0.43288235651002105;0.2605779338592239
-3221;samza;2016-02;1;142;0.7883922650973463;0.6675884407601536;0.48536694996080776;0.48429019796235695;0.605374992478133;;0.8933859423868564;0.03027510781321091;0.6252616527504506;0.06744640143571523;0.3134185383334948
-3221;samza;2016-08;3;112;0.8054533969307708;0.6348824824865935;0.5089941390908426;0.4410245427858776;0.5921477392132791;;0.9623900060538009;0.0034725768053759376;0.769882896072615;0.006857312261828508;0.22071475478069252
-3220;calcite;2016-10;3;205;0.8157462464903062;0.5958000688560172;0.4551888704615761;0.41796390404699585;0.5682950878288774;;0.982201872839487;0.0001154538636865543;0.4144895528740469;0.001434510078719975;0.10006300281887726
-3220;calcite;2016-11;3;110;0.8143979196458054;0.636771291415487;0.5535993012172935;0.4871736447311951;0.6259511156672201;;0.9802661832541701;0.004001408150027974;0.9369581330783578;0.0762916867623315;0.4820446778199962
-3220;calcite;2017-01;5;237;0.8258301285183512;0.6175662154056059;0.4540538998476414;0.48315999960542844;0.5570728386131394;;0.992183085126599;0.0008591471898025671;0.406660168750388;0.06420394344380287;0.06402928459708518
-3220;calcite;2017-03;3;103;0.7883741803873275;0.6451074099436053;0.45488184596125375;0.49823708999795524;0.5529726232134791;;0.8932817640673965;0.007297788175266329;0.41236810783280564;0.11849623754206157;0.053730272500516596
-3219;calcite;2016-11;4;553;0.8011714809397471;0.6234474247670938;0.47937212976750365;0.48142900768898456;0.5640358271811649;;0.9500155034355496;0.0014081688540814041;0.5843306852151782;0.05947437462793653;0.08495189091071459
-3219;calcite;2016-12;8;580;0.7901379406121024;0.637639456091111;0.43652118543985086;0.4750767283273888;0.5348535135207306;;0.9030992809143477;0.004267826436345323;0.29213292192472606;0.044419520858568706;0.022847791719393273
-3219;calcite;2017-01;3;201;0.756620490919984;0.6370315255260447;0.481340954851741;0.5590433908859644;0.5791697878778295;;0.5985491776053251;0.004079660365522375;0.5978982831782093;0.5714677244243201;0.14731138134017746
-3219;calcite;2017-02;8;696;0.8177919174931555;0.6358743889333587;0.4889578865015879;0.5238550653528063;0.5513012304886927;;0.9848284821902249;0.0037419053106554356;0.6491514118396013;0.2714455390582048;0.04992839610753619
-3219;calcite;2017-05;5;483;0.8199936658243123;0.643600774840831;0.49549668610862796;0.49911940342115924;0.5775716615533829;;0.9872764083466856;0.006566176281675495;0.691119023344872;0.1224623920139572;0.13955986544961607
-3219;calcite;2017-08;1;175;0.829445009889017;0.6879605093784673;0.45785687189001895;0.5155013779077371;0.5957510470808198;;0.9943062528824291;0.08623350113954742;0.43302323783763375;0.21311763025018765;0.24430383526658184
-3219;calcite;2017-11;1;221;0.8389199000679464;0.5894591043295608;0.4489124155297768;0.4620849387204058;0.5716690001659886;;0.9976532252185497;6.100345815812647e-05;0.371701010195354;0.02314739227193674;0.11335937131072887
-3219;samza;2015-02;1;150;0.8223612020123632;0.6285677384707034;0.5143632694558555;0.5480954605418541;0.6637311205676293;;0.9895199083599863;0.002129547350707528;0.7977767503507549;0.4739964386301119;0.7778633621520172
-3219;samza;2015-03;1;144;0.8158154428292866;0.6222586279959994;0.4807920602198512;0.5090864596633597;0.5998484915917153;;0.9822966824002444;0.001276417293618437;0.5941268259408718;0.17376099691363456;0.27269779549752093
-3219;samza;2015-04;2;106;0.823265331370894;0.6081318789936525;0.464910284196905;0.5018563052939777;0.5454225200371359;;0.9902809211521713;0.0003726392942510204;0.4826278900252802;0.13535432088138588;0.03823128861317021
-3219;samza;2015-08;1;179;0.8278871930296529;0.667431041275387;0.5141302761515142;0.5036576514048801;0.6219452742842949;;0.9934636764796636;0.030004670879015205;0.7966099204022803;0.1443302923632987;0.4479234525895797
-3218;calcite;2016-10;1;150;0.7894554886318688;0.6443049534456489;0.5115089923272972;0.5088037635921479;0.6103690072425048;;0.8993823027482925;0.006899635732257159;0.7832079346388541;0.17214015091674972;0.352303217966732
-3217;calcite;2017-08;24;2578;0.8398740056436722;0.646617872906232;0.5061713227350195;0.5091569464443542;0.5846361956658711;;0.9978632249238466;0.008102474490883804;0.754395201490079;0.17416664207077998;0.1759701731134803
-3217;calcite;2017-09;12;792;0.8073372029957965;0.6421894709001601;0.4948639202499915;0.4971605549417109;0.5562785292380179;;0.9669779715630382;0.0059404834850074195;0.6871541968589987;0.11378110110741135;0.061922552902259065
-3217;calcite;2017-10;5;192;0.7896058636834024;0.6494472769037843;0.4722763838753259;0.5060796278180222;0.586697523155714;;0.9002101251176602;0.009821584566004793;0.5347083111498728;0.1570181395419592;0.18763731925354987
-3216;calcite;2016-05;3;294;0.8387197899985227;0.6538827618187911;0.441501681203903;0.45877974445300496;0.5705843424431717;;0.9976068780061087;0.013157776147001699;0.32318408710202506;0.01937819924260603;0.10895398943785678
-3216;calcite;2017-05;4;394;0.7795870501814086;0.6136736913126319;0.438321706900755;0.4896463148930529;0.4928538349770063;;0.8337134486561675;0.0006125821048583724;0.3031981864081099;0.08455734263601994;0.001873651712852198
-3215;calcite;2016-01;5;528;0.8288723715854052;0.6839347226066482;0.45819853274611566;0.5408653833285759;0.5567631467165102;;0.9940084475921382;0.07138060404494856;0.4354082167332997;0.4101142112367381;0.0632013608988099
-3215;calcite;2016-02;8;471;0.8083535269868866;0.629051633556954;0.5164864392983126;0.4310969387377641;0.571121189441889;;0.969255138230416;0.0022126789628856836;0.8082239304395055;0.0036034797473253333;0.11111878812141168
-3215;calcite;2016-03;3;227;0.8179602990596321;0.6974409211645751;0.5150506138835387;0.4864952911876429;0.5816445742534982;;0.985029023043011;0.1301153505118392;0.8011955610209665;0.0741352435907538;0.15987447888964845
-3215;calcite;2016-05;4;200;0.8006651847042433;0.7186419841004372;0.4432637388568612;0.4639026873893358;0.6296675293960676;;0.9483589354583064;0.2767421396674471;0.33448735660885254;0.025471448317805567;0.5138241691420571
-3215;calcite;2016-06;13;1213;0.824575346669285;0.6445768149863713;0.4737325673943823;0.47375324241525696;0.5902020111788647;;0.9912978043160049;0.007032321959830279;0.5449619998532397;0.04170691678885685;0.20853965259650747
-3215;calcite;2016-07;3;235;0.777901227866453;0.7651924516819397;0.47508611692876773;0.503656344767037;0.6144307281315653;;0.8202036123052077;0.7185027903333554;0.5544663488209473;0.14432363936755865;0.38513390506088696
-3215;calcite;2016-08;7;434;0.8168782597171833;0.7053967285161518;0.44206480260085507;0.46974945877073926;0.5782690439548118;;0.9836996271043126;0.17729500767786482;0.3267793232741466;0.034308276802680615;0.1429076471974468
-3215;calcite;2016-09;12;493;0.8200851177855424;0.7223910028422205;0.46031254953474887;0.47351947505665504;0.6106770115740549;;0.9873702292128124;0.30915639001508455;0.4502142058140207;0.04124202885354611;0.3547581061230107
-3215;calcite;2016-10;5;207;0.8279117588150756;0.7434200544406706;0.4484569897048923;0.5233069908624022;0.5918176539713257;;0.993477776056047;0.5122571974630755;0.368650179572545;0.2673889308546842;0.21862107585886242
-3215;calcite;2017-03;6;307;0.8204043481612671;0.6164319028352413;0.5031312185030716;0.4752461266949609;0.575394872698797;;0.9876930509421213;0.0007792209221418323;0.7371085742842187;0.04477675588136065;0.12945520220391254
-3215;calcite;2017-06;9;241;0.8232931974756759;0.6348630988283748;0.5471015932844605;0.4682897311107901;0.6543308053741617;;0.990303588636739;0.0034674917038626796;0.9213871477108657;0.03189475055894386;0.7134358450452217
-3215;calcite;2017-07;3;116;0.8003409862002091;0.6381839903300986;0.57331382535901;0.5118840777792315;0.631020678683675;;0.9472754544033033;0.004442918447261357;0.9699086588649256;0.19032128853023145;0.5253839399375808
-3215;calcite;2017-08;9;338;0.8034686056198399;0.6733951555980402;0.48704846613346126;0.45229432308987516;0.6018903254612694;;0.9570061834368813;0.04175250328907715;0.6365148484208499;0.013479871304166668;0.2874341317931519
-3215;calcite;2017-09;30;1683;0.8227100454790964;0.6529912011130122;0.5102831310427027;0.4598674598746606;0.6152403879923385;;0.9898194753735425;0.012417818231487687;0.7767691622258647;0.020556498165310744;0.39178675408844793
-3215;calcite;2017-10;14;804;0.8297801658123383;0.6602354211157107;0.5237256421504481;0.46359050031756266;0.656085537276871;;0.9944743907508576;0.019616910352629136;0.8412936946546352;0.02505894104975609;0.7261041459894286
-3215;calcite;2017-11;26;1394;0.8232707757736383;0.6904499129226832;0.48436433060793743;0.4914047613770195;0.6062497003969517;;0.9902853534984382;0.09650943355083202;0.6185000001421816;0.09083220283082061;0.3200963555874323
-3215;calcite;2017-12;7;171;0.7969037147996014;0.7442409580577614;0.5123202450268491;0.5367768234477113;0.6720009682445454;;0.9346478670683862;0.5204879890659434;0.7874092911621036;0.3749108384391098;0.8269820520054699
-3215;phoenix;2015-11;3;150;0.832489755544461;0.6085256674199995;0.5472729085425714;0.4763454279053164;0.6439297131500414;;0.9956795470376809;0.0003862688897807165;0.9218320478764694;0.04715157532934511;0.6332397976002337
-3037;calcite;2015-09;3;298;0.8241666901103024;0.6357010493048261;0.5285415602522192;0.532176386765789;0.5928301281156461;;0.9909910915386162;0.003693529027631537;0.8610879882237157;0.3365238901566342;0.22507925350760782
-3037;phoenix;2014-01;1;221;0.778708198577662;0.6615152365834682;0.4688539642347443;0.5001142660968076;0.5418419314549584;;0.8267543914127866;0.021202006900789716;0.5105305587890443;0.12704513946257884;0.032275158801898185
-2972;bigtop;2015-02;4;377;0.8013391411021978;0.6410054104402083;0.4568723260618952;0.46711285388001905;0.5966252328327589;;0.9505546407053582;0.005456936128766743;0.42616449922697064;0.030052561512060483;0.2502249239842174
-2972;crunch;2013-03;10;446;0.8209997758137366;0.6706530867289144;0.4570379884737227;0.5085832018249499;0.5765659098386817;;0.9882761086192925;0.03595586576231263;0.42731706680761977;0.17088227725367322;0.13482635946041333
-2972;crunch;2013-04;6;364;0.8202230140851808;0.6264887992848509;0.46973935748165885;0.48983891368356336;0.5881274020777295;;0.9875105652162353;0.001803675554390538;0.5167927394039855;0.0852283248167417;0.19600462187555734
-2972;crunch;2013-12;3;112;0.8247133758717407;0.6433819548631052;0.5270022993677563;0.47034308739693853;0.6354123331827943;;0.9913993117779745;0.006465498781571821;0.854952884197212;0.035331804784700216;0.5627046462551765
-2972;crunch;2014-06;7;413;0.7949506825397783;0.6300811953251387;0.5217577697683542;0.5117245702022453;0.6212518232433164;;0.9264928121969753;0.002399417347890287;0.8326975891561105;0.18935180409058283;0.442048565656562
-2972;crunch;2014-07;2;373;0.8450006237227913;0.5852371820400024;0.5120921262499801;0.5378512618631386;0.6179895037419109;;0.9987269361005372;3.936099313200936e-05;0.786232729340649;0.3840745988086368;0.4146018666965149
-2888;giraph;2012-09;6;153;0.7832488794842772;0.6622019606046169;0.4876982653319775;0.5175050395910354;0.6426031822513265;;0.8607374607203206;0.022096316902988855;0.6408327398005301;0.2264018665838921;0.6224816281271258
-2888;giraph;2012-10;17;1153;0.8012256706578315;0.6344392238668086;0.5053449560368579;0.5173042396725565;0.6063323483782699;;0.9501902692497614;0.0033579520329669044;0.7497575494032007;0.2250498407747576;0.32073038724112785
-2888;giraph;2012-11;38;2543;0.8213786757387916;0.6367986073486751;0.5214749720820373;0.49699083370674724;0.6519968111480737;;0.9886345238047285;0.004009558424203086;0.8314380507333682;0.11305011207571625;0.6961671759341824
-2888;giraph;2012-12;19;1087;0.8138797016973518;0.635157267735936;0.4810175983791183;0.4838842612802957;0.5722805850065417;;0.9794760757088525;0.0035453879118314546;0.5956775785539249;0.06626753479162201;0.11589865255241322
-2888;giraph;2013-01;4;119;0.7886788802169882;0.6741623701361927;0.46422550324613576;0.527038833569022;0.5864254397198588;;0.8950272189626175;0.04350339211848564;0.47778769695506174;0.2955993633554014;0.1860705109727846
-2888;giraph;2013-02;18;2786;0.8049227553661977;0.6195744146129705;0.47537044044701104;0.46096204106723015;0.5735884279933701;;0.9610075767017983;0.001019379903000106;0.5564590247443;0.021802952142956245;0.1214636652384759
-2888;giraph;2013-03;12;302;0.7911012660447378;0.6965919969449939;0.48724509148892725;0.5000148622687678;0.6106951765656585;;0.9081730150245986;0.12564945377519093;0.6378232770345942;0.1265819493470961;0.3549030763415895
-2888;giraph;2013-04;11;554;0.77895554333251;0.6513501912506925;0.48545226120778473;0.48414310888846;0.6123195628134255;;0.8287314522895253;0.011149723651910914;0.6258352499311992;0.06701738662596973;0.36794956223826436
-2888;giraph;2013-06;28;932;0.8002121555350077;0.6983486428503077;0.5073265823522931;0.5133007145733168;0.618255619498761;;0.9468399222779111;0.1350107873192028;0.7608004697736623;0.19906475394339507;0.4168270914353692
-2888;giraph;2013-07;27;824;0.7967058241915608;0.6753558555192736;0.4870774554545796;0.4991636126991938;0.6067092762277769;;0.9338549597004295;0.04634442463334165;0.6367078562202968;0.12266354254282724;0.32362859159887114
-2888;giraph;2013-08;16;994;0.8098789358142647;0.6348498098905357;0.5016152151466697;0.5034966583705495;0.6023826130168454;;0.97242773942417;0.0034640093547997353;0.7282615522503324;0.14351212169468852;0.2910426178934259
-2887;giraph;2012-07;8;1471;0.8055860435943198;0.6507346266054942;0.4768208477664657;0.46906459207376644;0.6138231172563782;;0.9627292529920478;0.010703946899240036;0.5666009219997201;0.033157843071898785;0.38016325651570404
-2887;giraph;2012-08;24;5660;0.8071022442290494;0.6410585178431862;0.5053794113557332;0.4763032922154524;0.6239126330660306;;0.966432204497908;0.0054778510988015006;0.7499518394509161;0.047058724905835236;0.46464885257096794
