uid;project;month;email_count;word_count;openness;agreeableness;neuroticism;extraversion;conscientiousness
-3221;calcite;2015-02;40;6654;-0.05605658065000001;0.03787494854000001;0.13142176016;0.001910115970000001;-0.0248677876
-3221;calcite;2015-03;66;6198;-0.062331364800000004;0.041697321429999996;0.12593747899;0.002942881970000002;-0.021116553689999998
-3221;calcite;2015-04;35;3121;-0.061457962799999995;0.04625758779999999;0.1228196174;0.001246390500000001;-0.014992005699999998
-3221;calcite;2015-05;34;3617;-0.054061396539999994;0.04205417391;0.12545201776;0.0010257057799999995;-0.02265135636
-3221;calcite;2015-06;37;3933;-0.057925171559999995;0.04357487830000001;0.12698954355;-0.00042207719000000095;-0.021350083500000002
-3221;calcite;2015-07;60;5564;-0.061229383230000003;0.04171458418000001;0.12916247568;-0.0011574600200000003;-0.02222502048
-3221;calcite;2015-08;32;2186;-0.061601180359999994;0.040311079899999984;0.12895242765999998;0.00161940571;-0.022698997150000004
-3221;calcite;2015-09;33;3908;-0.04815240865;0.03941403304;0.12024305205;0.0019089249100000016;-0.016220540260000003
-3221;calcite;2015-10;45;3491;-0.06851050131999999;0.05031796975999999;0.12835002131999998;0.004162139240000001;-0.021466608240000004
-3221;calcite;2015-11;66;6677;-0.061389747980000006;0.04011979298;0.12776993479;0.00543057723;-0.024031727280000005
-3221;calcite;2015-12;41;4779;-0.05893703924;0.042222222420000004;0.12605568053000002;0.0030696834700000004;-0.021349678040000007
-3221;calcite;2016-01;62;7362;-0.05761206641;0.041507732359999994;0.12512636284;0.004751416719999999;-0.020441491019999997
-3221;calcite;2016-02;57;6079;-0.06206430119999999;0.03975319671;0.13152819684000003;0.0038065552800000007;-0.025803567640000004
-3221;calcite;2016-03;75;6255;-0.060663299549999994;0.04151877568000001;0.12657391635;0.003932847440000001;-0.021891271900000002
-3221;calcite;2016-04;31;1710;-0.059070177599999996;0.047035098350000006;0.12399422265;0.004128647850000001;-0.018549762500000004
-3221;calcite;2016-05;70;5257;-0.06052875615999998;0.03746241411;0.1307475435;0.0046718705000000004;-0.02756891888
-3221;calcite;2016-06;53;4411;-0.05120373223999999;0.03816595696;0.12332123767999999;0.0020879681399999994;-0.01932441278
-3221;calcite;2016-07;25;2375;-0.05258118551;0.03669053501;0.1225431998;0.0023831740899999997;-0.017221093570000002
-3221;calcite;2016-08;23;1303;-0.06940126960000001;0.0402532478;0.13200303900000002;0.006615502000000001;-0.026423610799999997
-3221;calcite;2016-09;67;5196;-0.06256166893000001;0.0400404094;0.12960548199000002;0.00433795506;-0.024732500660000007
-3221;calcite;2016-10;58;5170;-0.05390518885;0.040626696329999996;0.12393234679000001;-0.0004023163199999994;-0.018181857560000007
-3221;calcite;2016-11;49;4349;-0.05872385391999999;0.03534376184000001;0.12887787468;0.005649572460000001;-0.026969407699999996
-3221;calcite;2016-12;42;2649;-0.06335595738;0.03810496747;0.12875796652;0.00540958791;-0.025760629
-3221;calcite;2017-01;44;3463;-0.05104824154;0.037799595350000006;0.12303206388999999;0.00020503153999999982;-0.01942536452
-3221;calcite;2017-02;37;3436;-0.05989510832;0.043664156440000004;0.1247729092;0.0060244485200000005;-0.020587825
-3221;calcite;2017-03;52;4622;-0.049061023249999995;0.03929469844;0.12287323559;-0.0014063320299999998;-0.017072719090000004
-3221;calcite;2017-04;32;2451;-0.06849038579000001;0.04671152895;0.12582620087000002;0.010048969579999999;-0.022048136130000007
-3221;calcite;2017-05;58;5360;-0.05619227436;0.039781715870000005;0.12493094032;0.0006138087500000001;-0.02041041836
-3221;calcite;2017-06;54;3872;-0.06381726587999997;0.04469006397000001;0.12599438207;0.00656251477;-0.022931349489999992
-3221;calcite;2017-07;43;3865;-0.06403361529;0.04063387913;0.12783184598;0.00561966061;-0.02481760902
-3221;calcite;2017-08;48;3925;-0.06607377079;0.041796120810000004;0.12596935797;0.007059868119999999;-0.02272096005
-3221;calcite;2017-09;51;3415;-0.0670600157;0.04088720273000001;0.13193853261;0.003127385;-0.02497806513
-3221;calcite;2017-10;42;2751;-0.06419133487999999;0.03906218040000001;0.12780805798;0.00481643116;-0.022875303219999997
-3221;calcite;2017-11;50;4897;-0.06407601738999999;0.04087603719;0.12847254856;0.004862163910000001;-0.02293037913
-3221;calcite;2017-12;31;2477;-0.054465102499999994;0.0387000547;0.12401290642;0.0033427511399999987;-0.017787640520000002
-3221;parquet;2017-02;1;291;-0.04749155359999999;0.0356357348;0.1250858825;-0.0017182146999999987;-0.0207215962
-3221;parquet;2017-12;1;122;-0.08549180479999997;0.041639336;0.14336070480000002;0.003934413399999998;-0.0350820016
-3221;phoenix;2015-04;1;23;-0.048695661;0.051304356;0.11304349;0.002173915000000001;-0.006086961999999999
-3221;phoenix;2017-06;2;162;-0.044506157;0.0378395092;0.135679045;0.0006790096000000013;-0.0329012624
-3221;phoenix;2017-07;4;131;-0.0864884308;0.064274778;0.1200763589;0.011374057800000002;-0.0206107171
-3221;samza;2015-01;11;2836;-0.04472146534999998;0.034040910029999996;0.12677359170000002;0.0010437426900000001;-0.02385752448
-3221;samza;2015-02;8;1346;-0.05260036052;0.036738497239999994;0.1280906645;-0.00024517320000000094;-0.025378923659999993
-3221;samza;2015-03;5;1934;-0.058179836170000006;0.04312303845;0.12849529979000002;-0.00278179864;-0.019979286080000002
-3221;samza;2015-04;9;1415;-0.0672368164;0.040113115420000005;0.12551948098000001;0.007568900779999999;-0.021003571239999998
-3221;samza;2015-05;2;189;-0.05608465370000001;0.0495238084;0.1213227224;-0.0035449692000000003;-0.015767182999999997
-3221;samza;2015-06;2;1020;-0.0464607655;0.04569609209999999;0.12059803670000001;-0.0036666689999999996;-0.015558819700000002
-3221;samza;2015-07;2;400;-0.058125;0.05027500000000001;0.1195;0.006850000000000001;-0.017175000000000006
-3221;samza;2015-10;1;91;-0.082087883;0.056043929;0.126153834;0.011978025;-0.022967023
-3221;samza;2016-02;1;143;-0.0669230332;0.0495104681;0.13860136;0.017412584999999998;-0.026783190499999998
-3221;samza;2016-06;1;66;-0.04878778200000001;0.019242405;0.135454543;-0.0016666850000000009;-0.028333327000000005
-3221;samza;2016-07;1;8;-0.12625;0.0875;0.09625;0.04375;0.0
-3221;samza;2016-08;3;114;-0.07491222399999999;0.043596470699999994;0.12964911369999998;-0.003947371799999999;-0.018333324800000002
-3220;calcite;2016-10;3;363;-0.047933894000000005;0.03539942199999999;0.13393945200000001;-0.011900835000000002;-0.025344404800000005
-3220;calcite;2016-11;3;146;-0.039999974;0.03116437;0.128630099;-0.006438353;-0.025958876000000006
-3220;calcite;2016-12;1;37;-0.048108060999999994;0.046216215000000005;0.1035135;0.0024324280000000004;-0.00513513
-3220;calcite;2017-01;5;389;-0.050128505;0.03586118650000001;0.13239070819999998;-0.012339323999999999;-0.023676060399999997
-3220;calcite;2017-02;2;96;-0.033854132999999995;0.037812509;0.117395837;-0.0039583319999999984;-0.012291674000000002
-3220;calcite;2017-03;3;138;-0.03340577199999999;0.040289844400000004;0.118115946;-0.011739141199999999;-0.007028986799999999
-3220;calcite;2017-04;1;19;-0.040526436;-0.0021052420000000002;0.156315808;-0.01368418;-0.063157872
-3220;calcite;2017-05;1;37;-0.04837839699999999;0.047027031;0.114054052;-0.014864843999999999;-0.018378362999999998
-3220;calcite;2017-07;1;31;-0.07225804999999999;0.031935491999999996;0.15290318;-0.014838705000000002;-0.047741899000000004
-3220;calcite;2017-08;2;61;-0.06737704500000001;0.06196719999999999;0.097377036;0.015901631;-0.0029508139999999987
-3219;calcite;2016-11;4;622;-0.06932465679999997;0.0407395328;0.1371382141;-0.0047427602;-0.028778095299999994
-3219;calcite;2016-12;8;687;-0.06142661440000001;0.039548757799999994;0.1337264156;-0.005705965;-0.023318845
-3219;calcite;2017-01;3;274;-0.0549635661;0.051094920099999996;0.1192700683;-0.004014588199999999;-0.0071167699
-3219;calcite;2017-02;8;898;-0.05402007649999999;0.047572375199999996;0.1254008272;-0.004988852799999998;-0.021570104600000004
-3219;calcite;2017-05;5;531;-0.056158185400000005;0.0376836302;0.13638419000000002;-0.0076271054000000005;-0.030075341399999997
-3219;calcite;2017-06;2;103;-0.07330101419999999;0.043495135600000005;0.1307767116;-0.006213591999999999;-0.0278640874
-3219;calcite;2017-08;1;187;-0.09219263839999998;0.0541176873;0.140802121;0.012085592999999999;-0.038449178
-3219;calcite;2017-09;2;135;-0.029259238399999995;0.0394814844;0.1119259183;-0.0050370428;-0.0160740677
-3219;calcite;2017-11;1;263;-0.07528516099999999;0.0430798892;0.134448674;-0.0038783332000000004;-0.020646362999999997
-3219;samza;2015-02;1;170;-0.06682345749999999;0.058764691;0.1181176495;0.006235281000000001;-0.01605882
-3219;samza;2015-03;1;147;-0.0497959654;0.042789141999999995;0.1178231592;0.0012925222000000004;-0.017483025399999998
-3219;samza;2015-04;2;147;-0.0476189744;0.0510203898;0.1152381012;-0.009455782199999999;-0.0082312834
-3219;samza;2015-08;1;200;-0.06269999999999999;0.03405;0.14635;-0.011600000000000003;-0.04075
-3219;samza;2015-09;1;49;-0.013877559;0.030612234;0.108775519;-0.021224471999999998;-0.0006122550000000008
-3218;calcite;2016-10;1;171;-0.056315723;0.045555571;0.125087707;0.009064319;-0.01385963
-3217;calcite;2017-08;24;2946;-0.06436175794999999;0.038014221730000006;0.13220291586;0.0010624657499999999;-0.0250406726
-3217;calcite;2017-09;12;993;-0.05516612430000001;0.0350151116;0.13513588840000001;-0.0014400765999999985;-0.02777437430000001
-3217;calcite;2017-10;5;229;-0.0707423516;0.04013101100000001;0.1300000024;4.367750000000212e-05;-0.0231004401
-3216;calcite;2016-05;3;390;-0.0533846135;0.0413333303;0.1322564216;-0.015769226;-0.024846174800000002
-3216;calcite;2016-06;1;178;-0.03376403360000001;0.015505614999999999;0.1355055898;-0.009662926;-0.0287640192
-3216;calcite;2017-05;4;547;-0.0502925022;0.0343327169;0.1286471966;-0.0095246794;-0.0229250609
-3216;calcite;2017-08;1;97;-0.069896979;0.06639172900000001;0.111237127;0.005773192000000001;-0.008865985
-3216;calcite;2017-09;1;80;-0.054;0.044750000000000005;0.12525;0.010375000000000002;-0.02575
-3216;calcite;2017-10;2;69;-0.025942035;0.043043538000000006;0.10478261;-0.0071014819999999975;-0.00043479300000000016
-3215;calcite;2016-01;5;577;-0.06561523120000001;0.042305051;0.1338301158;-0.0024089923999999997;-0.022928913
-3215;calcite;2016-02;8;543;-0.0631491214;0.036777142;0.1377163992;-0.003296486599999999;-0.028692448599999996
-3215;calcite;2016-03;3;248;-0.0678226138;0.0349999524;0.1306855908;0.0066129069999999995;-0.024274240199999998
-3215;calcite;2016-04;3;74;-0.066621586;0.050135109;0.134459424;0.010270275000000004;-0.025405379999999998
-3215;calcite;2016-05;4;250;-0.06904;0.044160000000000005;0.12832;0.0004400000000000007;-0.017000000000000005
-3215;calcite;2016-06;13;1546;-0.056850011760000006;0.038357039839999996;0.1330789476;-0.009624837700000001;-0.022606751020000003
-3215;calcite;2016-07;3;270;-0.09729626899999999;0.05640738890000001;0.1354814623;0.0027037160000000005;-0.022962953
-3215;calcite;2016-08;7;506;-0.0687943961;0.04112651550000001;0.1300789741;0.003972324500000002;-0.0227469784
-3215;calcite;2016-09;12;620;-0.06756447759999999;0.04606452669999999;0.1318387402;0.0017258128999999998;-0.019983891999999996
-3215;calcite;2016-10;5;249;-0.0629719767;0.0437751282;0.12558231649999999;0.003333326999999999;-0.0141365341
-3215;calcite;2016-11;2;75;-0.046399928;0.026933343;0.128799945;-0.008133333;-0.015466617000000004
-3215;calcite;2016-12;1;40;-0.029999999999999995;0.03175000000000001;0.12225;-0.003749999999999998;-0.019500000000000003
-3215;calcite;2017-01;3;144;-0.04472223739999999;0.0330555596;0.1254861146;-0.0215972242;-0.011250011599999997
-3215;calcite;2017-02;2;108;-0.06972230959999999;0.0426851906;0.1291666708;0.0026851955999999994;-0.0284259294
-3215;calcite;2017-03;6;761;-0.030000046199999998;0.0298948828;0.11864650460000001;-0.0050065742;-0.012404721399999999
-3215;calcite;2017-04;3;51;-0.058235266;0.058823508000000004;0.111568604;0.014313717000000004;0.0021568670000000007
-3215;calcite;2017-05;2;96;-0.052708387;0.035937515999999996;0.12041666000000001;-0.002500012;-0.011562501000000003
-3215;calcite;2017-06;9;319;-0.045485938999999996;0.033040783600000005;0.1209717943;-0.0029467110999999995;-0.015799376900000002
-3215;calcite;2017-07;3;140;-0.058999972199999993;0.0404285634;0.1251428978;0.005357142600000001;-0.022000031000000003
-3215;calcite;2017-08;9;444;-0.0694595115;0.0380405425;0.1375225064;-0.008806301999999997;-0.0236486348
-3215;calcite;2017-09;30;2091;-0.0612721126;0.0379483496;0.1338210982;-0.0035294002000000007;-0.0233524278
-3215;calcite;2017-10;14;941;-0.062210345699999996;0.042221058799999996;0.1248459033;0.007364509900000001;-0.018958553499999996
-3215;calcite;2017-11;26;1650;-0.0776243312;0.043278803190000006;0.13794547072;0.0052727391500000005;-0.0299212296
-3215;calcite;2017-12;7;236;-0.05500010619999999;0.038177972;0.1262712029;-0.0024576301999999998;-0.0156779722
-3215;phoenix;2015-11;3;468;-0.020598298299999998;0.0276923049;0.1132051413;-0.013888899;-0.009722218300000002
-3037;calcite;2015-09;3;313;-0.06437696279999999;0.05265177730000001;0.1231948498;-0.0071245784;-0.021405705400000002
-3037;calcite;2015-10;1;86;-0.093720945;0.055116273;0.127092991;-0.011279062999999999;-0.015232538
-3037;phoenix;2014-01;1;427;-0.0314520262;0.0349883468;0.1109835796;-0.009414515200000001;-0.008524578600000002
-3037;phoenix;2014-02;2;110;-0.037181825099999996;0.0367272735;0.1160909107;-0.012636371900000002;-0.0092727322
-3037;phoenix;2014-03;1;65;-0.089230806;0.052769208;0.14800006500000001;-0.004923083000000001;-0.038615422
-2972;bigtop;2015-02;4;477;-0.055870049000000005;0.037987419900000007;0.1297693726;-0.0020964397;-0.0229140389
-2972;bigtop;2015-05;1;61;-0.036393433;0.031475407;0.132786831;-0.008196725;-0.009672118
-2972;bigtop;2015-07;2;95;-0.05357895799999999;0.03631576399999999;0.13431583;-0.004947371999999999;-0.019263198
-2972;crunch;2013-02;1;17;-0.008823524999999999;0.04823527;0.104705885;-0.03764704;0.005294115
-2972;crunch;2013-03;10;614;-0.05337123729999999;0.04094463509999999;0.13081431200000002;-0.0080130278;-0.024951126500000004
-2972;crunch;2013-04;6;450;-0.049088897500000006;0.036222233900000005;0.1305777756;-0.0020222201999999996;-0.023444451499999998
-2972;crunch;2013-05;3;108;-0.042222233;0.04472224639999999;0.115092597;-0.0113888864;-0.009814821600000002
-2972;crunch;2013-12;3;162;-0.0525926938;0.0397530992;0.1272839874;0.0044444486;-0.022283981799999998
-2972;crunch;2014-06;7;929;-0.0316469224;0.027674935999999997;0.118277689;-0.002852526699999999;-0.010818059
-2972;crunch;2014-07;2;477;-0.004842752599999993;0.032306078099999996;0.1024528158;-0.0008385677;-0.007190777099999999
-2972;crunch;2015-01;3;148;-0.0441892242;0.0408783858;0.1157432506;0.0005405391999999984;-0.011216213200000002
-2972;crunch;2015-07;1;63;-0.06111108600000001;0.055714246;0.107777784;0.002380942;-0.009523810999999998
-2888;giraph;2012-09;6;397;-0.028438310399999996;0.023199000799999998;0.1156423329;0.0006045326000000006;-0.007808569499999999
-2888;giraph;2012-10;17;5842;-0.01650633786;0.014421425450000002;0.11394386318;-0.001694615729999999;-0.0045600844700000006
-2888;giraph;2012-11;38;5578;-0.03489959884;0.028739697599999996;0.11953028764;-0.0039637896899999995;-0.008483318489999999
-2888;giraph;2012-12;19;2794;-0.0295419006;0.026728695399999995;0.116295643;-0.004441654199999999;-0.0090264863
-2888;giraph;2013-01;4;738;-0.0161246388;0.0137262776;0.1137669361;-0.0011382170000000013;-0.0046747952999999995
-2888;giraph;2013-02;18;5410;-0.035277267790000004;0.022177442250000005;0.12069501674;-0.001182995800000001;-0.011768957060000003
-2888;giraph;2013-03;12;2201;-0.01744659987;0.014075415800000001;0.11421626751;-0.0007905449100000002;-0.003952750469999999
-2888;giraph;2013-04;11;2033;-0.02463355126;0.018642405;0.11655189416;-0.0016527336599999995;-0.007338904740000001
-2888;giraph;2013-05;2;131;-0.0199236793;0.016564897199999998;0.1138931348;0.0016793770999999986;-0.0030534390000000007
-2888;giraph;2013-06;28;6662;-0.014737330250000001;0.012541274300000002;0.11325277595;-0.00219603485;-0.0035019475499999996
-2888;giraph;2013-07;27;7128;-0.011596514439999999;0.010938544810000003;0.11294192453;-0.0016750896300000003;-0.0027918114499999994
-2888;giraph;2013-08;16;13508;-0.005778058998;0.008042639774;0.111518361844;-0.003923599656;-0.001944035148
-2887;giraph;2012-07;8;2262;-0.057661342840000004;0.03939433938000001;0.1268877093;-0.0027011555599999997;-0.01660036203
-2887;giraph;2012-08;24;7785;-0.059483585;0.040770721210000006;0.12680793923;-0.0023673811399999994;-0.01746688756
-2887;giraph;2012-09;9;4029;-0.07824013470999999;0.046552443449999995;0.13010421934;0.00041447494000000136;-0.021248405230000003
-2887;giraph;2012-10;13;2934;-0.05113153617999999;0.0401874711;0.1218200166;0.0001670043199999996;-0.010862292260000002
-2887;giraph;2012-11;30;4435;-0.049580610129999994;0.039242390749999995;0.12043067241;-0.002944760129999998;-0.011346115280000001
-2887;giraph;2012-12;6;449;-0.0389754622;0.0439421073;0.1157460982;0.005456578999999999;-0.010111349500000002
-2887;giraph;2013-02;25;13675;-0.056479711579999994;0.049882270590000014;0.12212211951;-0.01124094332;-0.006368562100000001
-2887;giraph;2013-03;19;2238;-0.06480340799999999;0.03925379335;0.12761393461;0.004950860480000001;-0.016599647250000002
-2887;giraph;2013-04;20;2988;-0.04027442661999999;0.029735612839999998;0.12289826000000001;-0.0022824676799999997;-0.01236947046
-2887;giraph;2013-05;15;17927;-0.0272861938;0.028685189874;0.116162226666;-0.00988173182;-0.0056590656420000005
-2887;giraph;2013-06;2;314;-0.0239172032;0.0162738885;0.1164649623;0.0009235557999999999;-0.006273882099999999
-2887;giraph;2013-07;13;2098;-0.06439941205;0.04294091043;0.12591992002;0.0043326955999999995;-0.015729272080000006
-2887;giraph;2013-08;3;1511;-0.05179351784;0.03972866897;0.1228524034;-0.0020251506399999977;-0.015440092960000004
-2887;giraph;2013-09;4;514;-0.053949456499999986;0.035583684899999996;0.1246109088;0.0016926103999999995;-0.016186772500000002
-2887;giraph;2013-10;8;775;-0.0604515607;0.03981936330000001;0.1273032128;0.0081032286;-0.016064503900000002
-2887;giraph;2013-11;2;125;-0.03736;0.028959999999999996;0.12064;0.0027199999999999976;-0.017920000000000002
-2887;giraph;2014-01;9;2925;-0.03575720617;0.04694361948;0.118157266;-0.02002734241;-0.008981205599999998
-2887;giraph;2014-02;1;18;-0.076111126;0.04555559600000001;0.117222228;0.021111158;-0.012777787999999998
-2887;giraph;2014-05;1;63;-0.05793646;0.049841233000000006;0.121111089;0.010634925;-0.0174603
-2887;giraph;2014-06;2;136;-0.056838161600000006;0.045588203800000004;0.1204411802;0.0087500044;-0.011838242799999999
-2887;giraph;2014-07;7;594;-0.09479793650000001;0.043686888099999995;0.1403030016;0.011633059099999999;-0.03213801659999999
-2887;giraph;2014-08;3;83;-0.08457847300000002;0.05048198000000001;0.128554254;0.015180731999999999;-0.018433768
-2887;giraph;2014-10;1;397;-0.017405564300000002;0.015163755099999999;0.1129974727;-0.0038538931999999994;-0.0038287104
-2887;giraph;2014-11;3;389;-0.025192819899999993;0.03442161640000001;0.1106683824;-0.011285357000000003;-0.0039074566
-2887;giraph;2014-12;1;150;-0.0356666161;0.0313999981;0.1193999951;0.0035333223000000007;-0.0126666551
-2887;giraph;2015-02;1;210;-0.045857164000000006;0.035523808000000004;0.1218571472;-0.00047619009999999833;-0.009142871999999996
-2887;giraph;2016-10;1;1;0.0;0.11;0.11;-0.12;0.0
-2886;giraph;2012-05;1;39;-0.129999903;0.06025633500000001;0.153846163;-0.008974368999999998;-0.03717950799999999
-2885;giraph;2014-06;5;321;-0.07971942669999998;0.0436448198;0.1407787605;0.008473502999999999;-0.029626108
-2885;giraph;2015-06;1;506;-0.05420954320000001;0.0439130338;0.1224505954;0.005316214799999998;-0.014308299400000004
-2885;giraph;2016-10;1;12;-0.026666655999999997;0.059166654;0.102500003;-0.036666664;0.007499997
-2885;giraph;2017-04;1;40;-0.07300000000000001;0.05825000000000001;0.11475;0.008000000000000002;-0.009250000000000001
-2884;giraph;2015-07;1;113;-0.0782300358;0.0466371224;0.1308848976;0.0071681366000000005;-0.025221190799999994
-2884;giraph;2015-12;4;658;-0.050410384;0.040942215000000004;0.124042601;-0.0022796469999999997;-0.0191793631
-2884;giraph;2016-03;1;179;-0.0375977966;0.028882670300000003;0.11620114570000001;-5.587919999999855e-05;-0.015530734100000006
-2884;giraph;2016-05;2;276;-0.08615923169999999;0.0489854707;0.1241303832;0.0050724699;-0.021159368
-2884;giraph;2016-07;1;178;-0.055898978599999996;0.032809025600000014;0.1348313604;-0.006011223799999999;-0.034999964
-2884;giraph;2016-08;2;214;-0.042476628999999995;0.046729020999999996;0.106168204;0.0010747669999999995;-0.013598138999999999
-2884;giraph;2016-10;1;16;-0.0325;0.051250000000000004;0.104375;-0.0275;0.005625
-2884;giraph;2016-11;6;1506;-0.06373845211;0.04589645408999998;0.1246945255;0.0096613591;-0.024335970399999997
-2884;giraph;2016-12;1;54;-0.036111187;0.049074059;0.108518522;-0.012962971;-0.0062962780000000015
-2884;giraph;2017-07;2;127;-0.0679526656;0.0396063058;0.1283464162;-0.001496074999999999;-0.028267678599999995
-2883;giraph;2014-05;4;284;-0.03320425419999999;0.0226760547;0.1228873277;3.521349999999874e-05;-0.014507045399999998
-2883;giraph;2014-06;8;849;-0.05779737380000001;0.0271024834;0.1330977048;-0.0024145997000000006;-0.022838589800000003
-2883;giraph;2014-07;11;1702;-0.0501821659;0.03532903926000001;0.12280258490000001;-0.005141012799999999;-0.0081022198
-2883;giraph;2014-08;6;776;-0.0649226934;0.042899504000000005;0.125064417;0.0024742498000000007;-0.0112242184
-2883;giraph;2014-10;1;206;-0.10067952799999999;0.036844600000000005;0.1497572476;0.0103883467;-0.037815498200000006
-2883;giraph;2014-11;1;85;-0.12352925299999999;0.048588128;0.146470635;0.023529355;-0.04129415200000001
-2883;giraph;2014-12;1;23;-0.09869570000000001;0.084347919;0.11260869800000001;0.005652189;0.006956514000000002
-2883;giraph;2015-06;4;296;-0.07250006519999999;0.0426351298;0.1188175776;0.0081081048;-0.0184797332
-2883;giraph;2015-07;2;448;-0.078973293;0.044799077699999995;0.1299999954;0.0087723142;-0.023705353400000004
-2883;giraph;2016-06;2;255;-0.08266657209999999;0.0631372637;0.1197647191;0.007215688499999999;-0.009019605299999999
-2883;giraph;2016-07;3;155;-0.078645235;0.050967747;0.1324516123;-0.002322603900000002;-0.0223870876
-2883;giraph;2016-09;2;136;-0.0986764524;0.0717647044;0.1261764596;0.016691172799999997;-0.022941168000000005
-2883;giraph;2016-10;5;483;-0.057639775899999995;0.04697723120000001;0.1185921335;-0.0002070386000000001;-0.009171833499999999
-2883;giraph;2016-12;1;380;-0.07492104720000001;0.04489471679999999;0.1193421642;0.015078936599999999;-0.0197368968
-2883;giraph;2017-01;1;74;-0.09310810100000001;0.055540512;0.127026986;0.015810790999999998;-0.02621619
-2882;giraph;2012-06;1;93;-0.065698965;0.04602151400000001;0.135053803;0.014301077;-0.031075303999999998
-2882;giraph;2012-07;27;6753;-0.04294684802999999;0.03643418560000001;0.12160964565;-0.005985473559999999;-0.01388122868
-2882;giraph;2012-08;32;8608;-0.04738499301;0.03947954378000001;0.12152417928999999;-0.00025673605999999887;-0.013995129359999999
-2882;giraph;2012-09;1;23;-0.105652196;0.04782609;0.163913038;0.019999979;-0.053043483
