uid;project;month;email_count;word_count;openness;agreeableness;neuroticism;extraversion;conscientiousness;continent
-3221;calcite;2015-07;;4565;-6.713799999999999;4.2461;2.2799;0.08459999999999998;-2.4846;
-3221;calcite;2015-08;;2096;-6.1111999999999975;4.034000000000001;1.9998;0.1799000000000001;-2.286;
-3221;calcite;2015-09;;3568;-5.033899999999999;4.0598;1.1967;0.2859000000000001;-1.7234000000000003;
-3221;calcite;2015-10;;3006;-7.284999999999999;5.010299999999999;2.1613;0.7854999999999999;-2.4768999999999997;
-3221;calcite;2015-11;;6404;-6.336800000000001;4.0758;1.9480999999999997;0.5995999999999999;-2.4667999999999997;
-3221;calcite;2015-12;;4098;-6.248100000000001;4.173900000000001;1.8642;0.5849;-2.3667000000000002;
-3221;calcite;2016-01;;6470;-6.2455;4.3043000000000005;1.8136;0.6265;-2.3004999999999995;
-3221;calcite;2016-02;;5548;-6.458899999999999;3.9748999999999994;2.398;0.5435;-2.7501;
-3221;calcite;2016-03;;5685;-6.389000000000001;4.2359;1.8874;0.5042;-2.3335;
-3221;calcite;2016-04;;1447;-6.3077000000000005;4.5832999999999995;1.8215;0.7046;-2.1281000000000003;
-3221;calcite;2016-05;;5029;-6.2211;3.824199999999999;2.2517;0.5202;-2.8651999999999997;
-3221;calcite;2016-06;;3888;-5.471300000000001;3.8478999999999997;1.6212000000000002;0.3902999999999999;-2.1398;
-3221;calcite;2016-07;;1906;-5.812599999999999;3.8779999999999992;1.5343999999999998;0.5282999999999998;-2.0423;
-3221;calcite;2016-08;;1284;-6.965399999999999;4.0538;2.3041;0.6506;-2.6367;
-3221;calcite;2016-09;;4628;-6.644599999999998;4.059000000000001;2.2518000000000002;0.6486;-2.7070999999999996;
-3221;calcite;2016-10;;4704;-5.6612;3.949;1.6185000000000003;0.2903;-1.9616000000000002;
-3221;calcite;2016-11;;4106;-6.077900000000001;3.5488;2.0889;0.6725;-2.8388999999999998;
-3221;calcite;2016-12;;2455;-6.653099999999999;3.8529000000000004;2.125;0.6398000000000001;-2.7303000000000006;
-3221;calcite;2017-01;;2761;-5.837299999999999;3.8606000000000003;1.6265000000000003;0.5593000000000001;-2.3128;
-3221;calcite;2017-02;;3213;-6.241600000000001;4.433599999999999;1.7309999999999999;0.6661000000000001;-2.2389;
-3221;calcite;2017-03;;3705;-5.8193;4.0755;1.6383999999999999;0.41030000000000005;-2.0688;
-3221;calcite;2017-04;;2291;-6.959;4.625;1.8255;1.0388000000000002;-2.3101;
-3221;calcite;2017-05;;4563;-6.178800000000001;4.0193;1.7893;0.4514999999999999;-2.3185000000000002;
-3221;calcite;2017-06;;3531;-6.673000000000001;4.475400000000001;1.8745;0.8323000000000002;-2.4842;
-3221;calcite;2017-07;;3386;-6.689099999999998;4.0053;2.0925000000000002;0.8188999999999999;-2.74;
-3221;calcite;2017-08;;3750;-6.797300000000001;4.208800000000001;1.7561;0.8243999999999998;-2.3421000000000003;
-3221;calcite;2017-09;;3043;-7.0336;4.0531999999999995;2.5289;0.4429;-2.6914000000000002;
-3221;calcite;2017-10;;2590;-6.663600000000001;3.9797999999999996;2.0064;0.6069;-2.4238999999999997;
-3221;calcite;2017-11;;4618;-6.656599999999998;4.1618;2.0353;0.5874999999999998;-2.3997;
-3221;calcite;2017-12;;2187;-5.854899999999999;4.041;1.604;0.5193999999999999;-1.9349000000000003;
-3221;parquet;2017-02;;291;-4.7497;3.5635000000000003;1.6133000000000002;-0.17080000000000012;-2.0707;
-3221;parquet;2017-12;;122;-8.5517;4.1656;3.4461000000000004;0.39359999999999995;-3.5084999999999997;
-3221;phoenix;2015-04;;23;-4.871599999999999;5.1319;0.4145000000000001;0.21750000000000003;-0.609;
-3221;phoenix;2017-06;;149;-4.4601;3.4409;3.0221;0.26859999999999995;-3.6372;
-3221;phoenix;2017-07;;104;-10.382;6.412399999999999;1.4833000000000003;2.2416;-2.4803;
-3221;samza;2015-01;;2447;-4.927099999999999;3.49;1.9268;0.30540000000000006;-2.6338000000000004;
-3221;samza;2015-02;;1308;-5.3904000000000005;3.6985;1.9759000000000004;0.001000000000000112;-2.6159000000000003;
-3221;samza;2015-03;;1659;-6.2378;4.4475999999999996;2.209;-0.2137999999999999;-2.2828000000000004;
-3221;samza;2015-04;;1366;-6.9724;4.0867;1.7279000000000004;0.8720000000000001;-2.1773;
-3221;samza;2015-05;;189;-5.606900000000002;4.9501;1.2436;-0.3553999999999999;-1.5781;
-3221;samza;2015-06;;672;-5.2517000000000005;4.127299999999999;1.7154000000000003;0.24629999999999988;-2.4943000000000004;
-3221;samza;2015-07;;367;-6.098099999999999;4.871199999999999;1.2554000000000003;0.8955000000000001;-1.8994000000000002;
-3221;samza;2015-10;;91;-8.212100000000001;5.606000000000001;1.7253;1.1975;-2.2965999999999998;
-3221;samza;2016-02;;143;-6.6956000000000016;4.951999999999999;2.9737;1.7414999999999998;-2.6799;
-3221;samza;2016-06;;66;-4.880699999999998;1.9245999999999999;2.6545;-0.1657;-2.8325;
-3221;samza;2016-07;;8;-12.625;8.75;-1.265;4.375;0.0;
-3221;samza;2016-08;;113;-7.5516;4.2978000000000005;2.0902000000000003;-0.29079999999999995;-1.8478999999999999;
-3220;calcite;2016-10;;219;-5.509999999999999;3.3341999999999996;2.9705;-0.6720000000000002;-3.5005;
-3220;calcite;2016-11;;110;-3.6745999999999994;1.8291;2.528;-0.41769999999999996;-3.2271;
-3220;calcite;2016-12;;36;-4.9467;4.7493;-0.5552000000000001;0.2504000000000001;-0.5282;
-3220;calcite;2017-01;;243;-5.356000000000002;2.8244000000000002;3.0594;-0.6851;-3.1513;
-3220;calcite;2017-02;;72;-3.9487999999999994;3.5444999999999993;1.3746999999999996;-0.16679999999999987;-1.8336999999999999;
-3220;calcite;2017-03;;107;-2.3825000000000003;3.645;0.8453000000000002;-0.9803000000000002;-0.9695;
-3220;calcite;2017-04;;18;-4.2814;-0.22129999999999983;5.0002;-1.4438;-6.667400000000001;
-3220;calcite;2017-05;;15;-1.265699999999999;2.2006;0.7766;-2.0000999999999998;-4.333200000000001;
-3220;calcite;2017-07;;31;-7.2294;3.195;4.4018;-1.4837;-4.7759;
-3220;calcite;2017-08;;47;-7.8517;6.5743;-1.3348999999999998;2.9375;-0.38430000000000003;
-3219;calcite;2016-11;;558;-7.1516;3.9818;3.1693;-0.43680000000000013;-3.2830000000000004;
-3219;calcite;2016-12;;587;-6.5817999999999985;4.1078;2.6191;-0.5743999999999998;-2.5661;
-3219;calcite;2017-01;;205;-6.0947;4.864599999999999;1.1105999999999998;0.6969999999999998;-0.8888999999999997;
-3219;calcite;2017-02;;703;-6.2433;4.4460999999999995;2.1711;0.09079999999999994;-2.8185;
-3219;calcite;2017-05;;488;-5.9289999999999985;3.7849999999999997;2.881;-0.572;-3.1143;
-3219;calcite;2017-06;;78;-8.655499999999998;3.9252000000000007;3.0823;0.30839999999999984;-3.9072000000000005;
-3219;calcite;2017-08;;174;-9.769599999999997;5.402200000000001;3.4732;1.4644999999999997;-4.132999999999999;
-3219;calcite;2017-09;;94;-3.6162999999999994;3.9770999999999996;0.5354000000000002;0.2770000000000002;-2.1599;
-3219;calcite;2017-11;;224;-7.2462;4.0123;2.4324000000000003;-0.2187;-2.3662;
-3219;samza;2015-02;;150;-7.319399999999999;6.078500000000002;1.2246000000000001;1.0003000000000002;-1.8809000000000002;
-3219;samza;2015-03;;147;-4.9775;4.2772;0.8919999999999998;0.12919999999999998;-1.7475999999999998;
-3219;samza;2015-04;;112;-4.970000000000001;5.2844999999999995;0.7353;-0.8857000000000002;-0.9546;
-3219;samza;2015-08;;182;-6.871999999999999;3.3308;4.2035;-0.9877;-4.478;
-3219;samza;2015-09;;25;-0.7999999999999999;1.88;0.22999999999999998;-1.1199999999999999;-0.48000000000000004;
-3218;calcite;2016-10;;150;-5.598599999999999;4.3942;1.8324000000000003;1.1327000000000003;-1.6993;
-3217;calcite;2017-08;;2570;-6.926599999999998;3.9299000000000004;2.5397;0.2624;-2.7799;
-3217;calcite;2017-09;;820;-6.316699999999999;3.6595999999999997;2.9739999999999993;0.08990000000000006;-3.1315999999999997;
-3217;calcite;2017-10;;179;-8.6022;4.2116999999999996;2.6683000000000003;0.7037000000000001;-2.9542;
-3216;calcite;2016-05;;314;-5.850499999999999;4.2451;2.4009;-1.5252999999999999;-2.7112;
-3216;calcite;2016-06;;89;-5.0564;2.3493;3.9751000000000003;-1.1239;-4.1791;
-3216;calcite;2017-05;;404;-5.9466;3.4018;2.6677999999999997;-0.7152000000000001;-3.1055;
-3216;calcite;2017-08;;83;-7.018199999999999;6.3924;0.6998000000000001;0.36029999999999984;-1.1448;
-3216;calcite;2017-09;;68;-6.1438000000000015;5.0714999999999995;1.9047;0.9995999999999998;-3.0293;
-3216;calcite;2017-10;;22;-2.2749999999999995;3.3204000000000002;0.20100000000000007;0.22869999999999996;-0.9555;
-3215;calcite;2016-01;;517;-7.2739;4.513;2.7546999999999997;-0.15489999999999998;-2.5679;
-3215;calcite;2016-02;;472;-7.281300000000002;3.8649;3.3359;-0.1315999999999999;-3.2991;
-3215;calcite;2016-03;;228;-7.3786999999999985;3.7100999999999997;2.3616;0.8244000000000002;-2.6418;
-3215;calcite;2016-04;;51;-9.6647;6.842200000000001;3.6589;1.961;-3.6858999999999997;
-3215;calcite;2016-05;;202;-7.9334;4.7627;2.3456;0.20299999999999999;-2.0917000000000003;
-3215;calcite;2016-06;;1207;-6.504;3.9436999999999998;2.9052;-0.6654;-2.875;
-3215;calcite;2016-07;;242;-10.851700000000001;6.155300000000001;2.9515000000000002;0.4051;-2.5629;
-3215;calcite;2016-08;;434;-7.894100000000002;4.5253000000000005;2.4718;0.6753;-2.6921;
-3215;calcite;2016-09;;490;-8.3097;5.1268;2.755;0.6825;-2.4006;
-3215;calcite;2016-10;;211;-7.3225999999999996;4.899500000000001;1.9465000000000001;0.5680999999999997;-1.7103;
-3215;calcite;2016-11;;57;-6.1023;3.1565999999999996;2.582;-0.6482999999999999;-2.0333;
-3215;calcite;2016-12;;31;-3.8714;3.7415;1.6901000000000002;-0.09650000000000003;-2.516;
-3215;calcite;2017-01;;58;-7.567399999999999;4.4474;2.4193000000000002;-1.3279;-2.6028;
-3215;calcite;2017-02;;84;-7.618500000000001;4.426799999999999;2.2890000000000006;0.5831;-3.3807;
-3215;calcite;2017-03;;311;-6.7119;3.6243;2.9341999999999997;0.2256;-2.7865;
-3215;calcite;2017-04;;25;-10.16;9.96;0.43000000000000005;3.5199999999999996;0.44;
-3215;calcite;2017-05;;68;-8.4982;4.571700000000001;2.0651;0.2352000000000002;-1.7640000000000002;
-3215;calcite;2017-06;;241;-6.018800000000001;3.9623999999999997;1.5597999999999999;0.012600000000000167;-2.0888999999999998;
-3215;calcite;2017-07;;115;-7.1853;4.636;1.9541999999999997;0.87;-2.6785;
-3215;calcite;2017-08;;338;-8.3274;4.1476;3.3733000000000004;-0.5882;-2.8719;
-3215;calcite;2017-09;;1712;-7.347699999999999;4.241299999999999;2.9432;-0.056799999999999934;-2.8052;
-3215;calcite;2017-10;;809;-7.143100000000002;4.6711;1.8445000000000003;1.0489;-2.2032;
-3215;calcite;2017-11;;1398;-8.9232;4.7167;3.4169;0.6857999999999999;-3.5256;
-3215;calcite;2017-12;;171;-7.496899999999999;4.6298;2.3548999999999998;0.3391000000000002;-2.1627;
-3215;phoenix;2015-11;;161;-6.1412;4.608300000000001;2.0225999999999997;-1.2443;-2.0667;
-3037;calcite;2015-09;;306;-6.5858;5.3491;1.4604000000000004;-0.6898000000000001;-2.1908000000000003;
-3037;calcite;2015-10;;73;-9.5078;5.1101;2.4938000000000002;-1.5344000000000002;-1.9180000000000001;
-3037;phoenix;2014-01;;229;-4.457699999999999;4.670599999999999;0.5952000000000002;-1.0689000000000002;-1.5943;
-3037;phoenix;2014-02;;56;-3.0721999999999996;2.6424;-0.10329999999999989;-0.6073;-0.5905;
-3037;phoenix;2014-03;;60;-9.117099999999999;4.9683;4.3757;-0.5326000000000001;-4.1826;
-2972;bigtop;2015-02;;379;-6.366299999999999;3.8091999999999997;2.5316;0.19959999999999997;-2.7356000000000007;
-2972;bigtop;2015-05;;19;-5.103899999999999;2.3166;6.1579;-1.3161999999999998;-1.3676000000000001;
-2972;bigtop;2015-07;;53;-8.434499999999998;4.2638;4.2991;0.35850000000000015;-2.9052000000000002;
-2972;crunch;2013-03;;462;-6.1106;3.9038;2.7767;-0.20880000000000004;-3.1144000000000003;
-2972;crunch;2013-04;;368;-5.654;3.6125;2.71;0.13840000000000013;-2.7118;
-2972;crunch;2013-05;;59;-6.455299999999999;4.694599999999999;0.44640000000000024;0.5755000000000001;-1.3529000000000002;
-2972;crunch;2013-12;;112;-5.0879;3.2141999999999995;1.6176;0.8652;-2.2573;
-2972;crunch;2014-06;;422;-5.6659999999999995;3.1677;2.3812;-0.18459999999999982;-2.3534999999999995;
-2972;crunch;2014-07;;375;-0.26239999999999986;3.4646;-0.7775;-0.11569999999999997;-0.7104;
-2972;crunch;2015-01;;80;-5.824999999999999;3.775;1.585;0.6375000000000001;-1.7875;
-2972;crunch;2015-07;;48;-7.73;4.8972999999999995;0.6086000000000001;0.9168999999999998;-1.4363;
-2888;giraph;2012-09;;154;-6.8151;5.0075;1.5667;0.7655;-2.0138999999999996;
-2888;giraph;2012-10;;1140;-7.299599999999998;4.955299999999999;2.0395;0.8132999999999999;-2.2664999999999997;
-2888;giraph;2012-11;;2533;-6.9757;4.542200000000001;2.1669;0.43850000000000006;-1.9316;
-2888;giraph;2012-12;;1092;-6.7214;4.5244;1.7469000000000001;0.5482999999999999;-2.3477;
-2888;giraph;2013-01;;119;-9.076400000000001;5.1264;2.5137;1.7150999999999996;-2.8991000000000007;
-2888;giraph;2013-02;;2694;-6.8749;4.0704;2.2245000000000004;0.040199999999999986;-2.3982;
-2888;giraph;2013-03;;300;-9.691600000000001;5.475400000000001;2.9096;2.1648999999999994;-3.0168000000000004;
-2888;giraph;2013-04;;575;-7.3872;4.6476999999999995;2.2554;0.7391000000000001;-2.6382000000000003;
-2888;giraph;2013-05;;18;-8.1103;5.888299999999999;1.5543;3.9995999999999996;-2.5553;
-2888;giraph;2013-06;;921;-9.022499999999999;4.907299999999999;2.3914;1.5932;-2.7676;
-2888;giraph;2013-07;;817;-7.25;4.6723;2.0788;1.5640999999999998;-2.5296000000000003;
-2888;giraph;2013-08;;994;-6.943900000000001;4.2916;2.1617;1.1554999999999997;-2.7325;
-2887;giraph;2012-07;;1477;-8.6202;5.009;2.6774;0.49839999999999984;-2.5367;
-2887;giraph;2012-08;;5718;-7.717499999999999;4.6726;2.3473000000000006;0.3586999999999999;-2.351;
-2887;giraph;2012-09;;3243;-8.933300000000001;4.959599999999999;2.5988999999999995;0.3506999999999999;-2.7045;
-2887;giraph;2012-10;;1769;-8.149899999999999;5.4384;2.0500000000000003;1.1205999999999998;-1.8105000000000002;
-2887;giraph;2012-11;;2583;-8.021899999999999;5.1640999999999995;1.8611999999999997;0.9465;-2.0473;
-2887;giraph;2012-12;;269;-5.7889;5.6997;1.1005000000000003;1.7690000000000001;-1.6258000000000001;
-2887;giraph;2013-02;;4237;-7.222799999999999;4.575799999999999;2.1397;0.06120000000000002;-2.0656000000000003;
-2887;giraph;2013-03;;1459;-9.401599999999998;5.3995;2.7278;1.0664;-2.5389;
-2887;giraph;2013-04;;1452;-7.171499999999999;4.588399999999999;2.4505;0.5564;-2.3186999999999998;
-2887;giraph;2013-05;;5223;-7.837300000000001;5.0417000000000005;1.8675;0.3584999999999999;-1.9019;
-2887;giraph;2013-06;;82;-8.2198;4.2566999999999995;2.4633;1.4152;-2.5121;
-2887;giraph;2013-07;;1661;-7.668900000000001;4.8342;2.1068;0.6272;-2.0375;
-2887;giraph;2013-08;;925;-6.6654;4.4636000000000005;2.2958000000000003;0.4534000000000001;-2.6907000000000005;
-2887;giraph;2013-09;;347;-7.814800000000001;4.765;2.2048;0.6181999999999999;-2.3579;
-2887;giraph;2013-10;;588;-7.939000000000001;4.8858;2.3642000000000003;1.3175;-2.1114000000000006;
-2887;giraph;2013-11;;83;-5.6594999999999995;3.9378000000000006;1.7121000000000002;0.7106;-2.6987000000000005;
-2887;giraph;2014-01;;1145;-7.320899999999998;4.6214;1.9423000000000001;0.8628999999999999;-2.1102999999999996;
-2887;giraph;2014-02;;14;-9.7869;5.8572;1.0382;3.2859;-1.6421999999999999;
-2887;giraph;2014-05;;59;-6.180999999999999;5.318599999999999;1.2963;1.2711000000000001;-1.8644;
-2887;giraph;2014-06;;95;-8.168;6.2736;1.6054000000000002;1.3874000000000002;-1.695;
-2887;giraph;2014-07;;566;-9.9499;4.584600000000001;3.2906000000000004;1.3211;-3.3724;
-2887;giraph;2014-08;;65;-10.1554;6.1080000000000005;2.4802999999999997;2.3069000000000006;-2.3539000000000003;
-2887;giraph;2014-10;;150;-3.6409000000000002;2.9733;0.892;-0.08679999999999996;-0.9411;
-2887;giraph;2014-11;;161;-4.5886;4.229;0.5805;-0.5776000000000001;-0.9488000000000001;
-2887;giraph;2014-12;;76;-5.4716000000000005;3.6446;1.8216;0.11919999999999989;-1.6203;
-2887;giraph;2015-02;;134;-5.3748000000000005;4.136299999999999;0.9828;0.11250000000000016;-0.9252;
-2886;giraph;2012-05;;39;-12.9971;6.0235;4.4937000000000005;-0.8978999999999999;-3.7173000000000003;
-2885;giraph;2014-06;;295;-8.3865;4.6213;3.4065000000000003;1.059;-3.2226;
-2885;giraph;2015-06;;502;-5.462400000000001;4.424100000000001;1.3651999999999997;0.5531;-1.4433;
-2885;giraph;2017-04;;28;-8.282399999999999;4.4624999999999995;1.3952000000000002;1.1067;-1.6422;
-2884;giraph;2015-07;;104;-8.1907;4.758900000000001;2.3787000000000003;1.1641000000000001;-2.7393;
-2884;giraph;2015-12;;586;-5.3025;4.0175;1.7185000000000004;0.07710000000000014;-2.2195;
-2884;giraph;2016-03;;165;-4.022099999999998;2.7769;0.8387999999999999;0.26169999999999993;-1.6856999999999998;
-2884;giraph;2016-05;;247;-8.863299999999999;4.8435999999999995;1.3270000000000004;0.9429;-2.2092;
-2884;giraph;2016-07;;177;-5.527500000000001;3.2415;2.6041;-0.5598000000000002;-3.5166;
-2884;giraph;2016-08;;173;-5.415;4.844;-0.02929999999999966;0.6418000000000001;-1.7334;
-2884;giraph;2016-10;;5;-0.7999999999999998;2.2;0.11;0.0;0.0;
-2884;giraph;2016-11;;1389;-6.4459;4.556600000000002;1.5840000000000003;1.2502999999999997;-2.5524999999999998;
-2884;giraph;2016-12;;41;-2.9280999999999997;4.2943999999999996;0.1344000000000003;-0.6587999999999999;-1.3907999999999998;
-2884;giraph;2017-07;;99;-7.908299999999999;3.6460999999999997;2.6451000000000002;0.6969000000000001;-3.8077;
-2883;giraph;2014-05;;115;-7.4955;3.1481;3.1624;0.5726999999999998;-3.2875000000000005;
-2883;giraph;2014-06;;528;-9.0855;3.626800000000001;3.7784000000000004;0.28020000000000006;-3.6974;
-2883;giraph;2014-07;;1039;-7.8701;4.82;2.1243;-0.0976;-1.3555000000000001;
-2883;giraph;2014-08;;550;-8.949499999999999;5.484100000000001;2.1703;0.8147999999999999;-1.5499999999999998;
-2883;giraph;2014-10;;192;-10.6242;3.8920000000000003;4.4544;1.1144;-4.0576;
-2883;giraph;2014-11;;81;-12.959299999999999;5.0968;3.9365000000000006;2.5689;-4.333499999999999;
-2883;giraph;2014-12;;23;-9.871099999999998;8.4355;0.37100000000000005;0.5652;0.696;
-2883;giraph;2015-06;;233;-8.1123;3.9581;1.4159;1.6569000000000003;-2.3237999999999994;
-2883;giraph;2015-07;;411;-8.2205;4.4478;2.3084000000000002;1.058;-2.5709;
-2883;giraph;2016-06;;246;-8.5695;6.5451999999999995;1.1228000000000002;0.7467999999999999;-0.9354;
-2883;giraph;2016-07;;119;-8.9321;4.6295;3.2613000000000003;0.5544;-3.1427000000000005;
-2883;giraph;2016-09;;118;-10.969;7.5769;2.0522;2.3973000000000004;-2.7207000000000003;
-2883;giraph;2016-10;;296;-8.530999999999999;5.5875;1.5179;1.1513;-1.4567999999999999;
-2883;giraph;2016-12;;284;-8.594199999999999;4.882000000000001;1.3316000000000003;1.9022;-2.3551;
-2883;giraph;2017-01;;61;-11.1296;5.7704;2.3227;2.6388999999999996;-3.1805000000000003;
-2882;giraph;2012-06;;93;-6.5725;4.603300000000001;2.6178000000000003;1.4300000000000002;-3.1099000000000006;
-2882;giraph;2012-07;;3767;-6.7863;4.370099999999999;2.2245;0.1298999999999999;-2.3373;
-2882;giraph;2012-08;;6311;-6.1853;4.604299999999999;1.6398000000000001;0.5796999999999999;-1.8754;
-2882;giraph;2012-09;;19;-12.789199999999997;5.7887;6.6361;2.841;-6.420599999999999;
-2882;giraph;2012-10;;160;-6.8474;4.265599999999999;1.8476000000000004;0.9924;-2.0574000000000003;
-2882;giraph;2012-11;;2535;-6.2787;3.9417000000000004;2.4356999999999998;0.4230999999999998;-2.8465;
-2882;giraph;2012-12;;657;-7.248699999999999;3.8451;2.9429;0.41340000000000005;-3.1942999999999997;
-2882;giraph;2013-01;;715;-6.7418;4.623;1.5345;0.9420999999999999;-2.2529;
-2882;giraph;2013-02;;4020;-5.973700000000001;4.1737;2.2077999999999998;-0.2273;-2.3841;
-2882;giraph;2013-03;;10181;-5.5421999999999985;4.147499999999999;1.7141000000000002;0.14559999999999995;-2.2552000000000003;
-2882;giraph;2013-04;;1404;-7.4783;4.1344;3.0745;0.6427999999999999;-3.3775;
-2882;giraph;2013-05;;668;-6.714700000000001;4.044899999999999;1.8009000000000002;0.6859;-2.5192;
-2882;giraph;2013-06;;226;-6.592200000000001;3.4539999999999997;3.7504000000000004;0.4952;-3.6722000000000006;
-2882;giraph;2013-07;;1064;-6.6533;4.0008;2.4205;0.6534000000000001;-2.9332000000000003;
-2882;giraph;2013-08;;227;-7.750699999999999;4.390499999999999;2.0486;1.6608999999999998;-2.6610000000000005;
-2882;giraph;2013-09;;183;-8.952799999999998;5.3686;1.9140000000000001;1.617;-1.9346;
-2858;calcite;2014-11;;432;-9.0084;4.777900000000001;3.4216000000000006;0.6753999999999999;-3.3104999999999998;
-2858;calcite;2014-12;;292;-7.3242;3.9277000000000006;3.5027999999999997;0.31730000000000014;-3.3076999999999996;
-2858;calcite;2015-01;;449;-8.7567;6.290000000000001;2.0431;0.5454999999999999;-2.452;
-2858;calcite;2015-02;;992;-7.575599999999999;4.9745;3.1231999999999998;0.1795;-3.0743;
-2858;calcite;2015-03;;370;-8.116499999999998;5.522600000000001;2.7229;-0.6572999999999998;-2.3231;
-2858;calcite;2015-04;;335;-7.350299999999999;5.074499999999999;2.5942000000000003;0.2858999999999998;-2.894;
-2858;calcite;2015-05;;39;-10.0974;6.5872;3.2629;-0.8720000000000001;-3.2554000000000003;
-2858;calcite;2015-06;;56;-7.287;5.9617;2.7390999999999996;-0.8394000000000001;-2.3236;
-2858;calcite;2015-07;;1079;-8.3852;5.5817000000000005;2.3899;0.6076000000000001;-2.4114;
-2858;calcite;2015-08;;547;-9.1415;5.4978;2.1431;0.6196999999999999;-1.9286000000000003;
-2858;calcite;2015-09;;450;-5.5199;4.8589;1.0894;0.7638999999999998;-1.5406;
-2858;calcite;2015-10;;1124;-7.152800000000001;4.711600000000001;2.6188000000000002;0.36869999999999997;-2.9045000000000005;
-2858;calcite;2015-11;;263;-6.033500000000001;4.8233000000000015;2.0151;-0.08739999999999998;-2.0227000000000004;
-2858;calcite;2015-12;;130;-9.726299999999998;4.331600000000001;5.0571;0.8003999999999997;-5.1314;
-2858;calcite;2016-01;;337;-8.177699999999998;4.870500000000001;3.5024;0.4719000000000002;-3.6238;
