911945;-1001566
906866;1380
911945;-1001566
1380;-1001566
906866;-1001566
907426;-1001565
3571;-1001565
911466;3566
3579;3566
911466;-1001564
911467;-1001564
3566;-1001564
3579;-1001564
932352;-1001561
926541;-1001554
908819;-1001550
-1172;-1001548
-1000540;-1001548
906187;-1001548
901096;-1001545
862;-1001542
933251;859
859;-1001541
933251;-1001541
915288;855
915288;-1001539
855;-1001539
854;-1001538
914080;440
849;440
914080;-1001537
-28;-1001537
849;-1001537
440;-1001537
-15;-1001536
904869;850
904869;-1001536
-15;-1001536
466;-1001536
850;-1001536
847;-1001535
904624;-1001533
844;-1001531
840;-1001530
924144;839
4247;839
839;-1001529
924143;-1001529
924144;-1001529
4247;-1001529
838;-1001528
832;-1001522
927576;-1001520
927576;-1001520
827;-1001520
920371;-1001518
823;-1001518
4881;821
4880;-1001517
4881;-1001517
821;-1001517
927601;-1001516
820;-1001516
909053;-1001515
819;-1001512
819;-1001512
928366;-1001512
811;-1001511
812;-1001510
910347;-1001509
910348;-1001509
933657;-1001508
933657;-1001508
934649;-1001508
933655;-1001508
912706;-1001507
4003;-1001507
804;-1001507
906034;-1001506
906035;-1001506
1820;-1001506
801;-1001505
922747;833
833;-1001504
903032;-1001504
922747;-1001504
928924;-1001504
797;-1001504
798;-1001503
796;-1001502
788;-1001501
777;-1001499
784;-1001498
782;-1001497
778;-1001494
770;-1001491
-1190;-1001490
774;-1001490
916113;769
769;-1001488
916113;-1001488
807;-1001487
935625;-1001487
935626;-1001487
781;-1001487
767;-1001487
845;-1001484
915585;759
915585;-1001482
915557;-1001482
759;-1001482
758;-1001481
762;-1001480
935779;-1001479
830;-1001479
935779;-1001479
936104;-1001479
754;-1001479
830;-1001479
756;-1001478
902101;-1001478
902102;-1001478
3387;-1001478
3423;-1001478
740;-1001477
869;-1001477
875;-1001477
878;-1001477
816;-1001477
918271;-1001477
738;-1001476
742;-1001475
922774;-1001474
755;-1001473
910028;-1001472
910610;-1001472
910613;-1001472
910614;-1001472
905497;-1001472
910618;-1001472
732;-1001471
729;-1001469
724;-1001468
725;-1001466
937329;723
937329;-1001465
723;-1001465
718;-1001464
922782;712
712;-1001463
922782;-1001463
688;-1001462
925905;-1001462
726;-1001462
714;-1001461
711;-1001459
713;-1001458
914276;-1001456
866;-1001455
694;-1001455
906875;-1001455
-128;-1001455
866;-1001455
814;-1001455
694;-1001455
908185;-1001455
906874;-1001455
906875;-1001455
706;-1001453
914862;692
692;-1001451
914862;-1001451
700;-1001450
696;-1001449
691;-1001448
918825;-1001447
707;-1001444
909286;-1001444
-129;-1001444
2797;682
900852;682
903160;2861
682;-1001442
2861;-1001442
2797;-1001442
935311;-1001442
900852;-1001442
903160;-1001442
2874;-1001442
2845;-1001442
679;-1001441
901477;-1001440
901478;-1001440
901479;-1001440
901480;-1001440
901481;-1001440
917773;-1001440
-1000612;-1001440
901470;-1001440
666;-1001436
912789;-1001436
-1591;-1001435
695;-1001435
667;-1001435
934716;-1001435
926803;-1001434
662;-1001434
660;-1001433
873;-1001432
925465;-1001432
903863;-1001428
647;-1001428
1127;651
1133;651
-1133;-1001427
1127;-1001427
651;-1001427
1133;-1001427
-1133;-1001427
1140;-1001427
909763;-1001426
649;-1001425
907774;-1001425
627;-1001424
906846;-1001424
-125;-1001424
902601;-1001424
627;-1001424
906846;-1001424
900049;-1001422
634;-1001421
638;-1001419
632;-1001418
620;-1001417
625;-1001416
624;-1001415
900979;-1001412
605;-1001412
-124;-1001412
900978;-1001412
900979;-1001412
900980;-1001412
605;-1001412
610;-1001410
791;-1001408
596;-1001407
644;-1001404
920901;-1001402
590;-1001402
920901;-1001402
593;-1001401
584;-1001400
909876;-1001400
579;-1001398
626;-1001398
918320;581
-133;-1001397
918321;730
581;-1001397
918319;-1001397
918320;-1001397
918321;-1001397
730;-1001397
-133;-1001397
582;-1001396
597;-1001396
582;-1001396
578;-1001395
575;-1001394
563;-1001393
918776;562
918776;-1001390
562;-1001390
920056;-1001389
545;-1001388
803;-1001387
792;-1001387
794;-1001387
910590;-1001387
544;-1001383
551;-1001382
549;-1001381
530;-1001380
937137;-1001379
546;-1001379
842;-1001378
900911;-1001378
900912;-1001378
687;-1001378
567;-1001378
539;-1001378
529;-1001377
536;-1001375
915659;532
915659;-1001374
532;-1001374
538;-1001373
918482;-1001372
524;-1001372
583;517
517;-1001371
583;-1001371
520;-1001370
2420;-1001370
520;-1001370
915537;-1001370
937779;-1001370
2420;-1001370
-139;-1001370
522;-1001369
916881;-1001369
800;-1001369
522;-1001369
523;-1001369
916881;-1001369
-131;-1001369
902441;-1001368
-1868;-1001368
918814;-1001364
918814;-1001364
918815;-1001364
923065;-1001363
929165;-1001359
4837;-1001357
922186;-1001355
-3013;-1001355
922187;-1001355
920480;-1001354
932996;-1001354
903751;-1001354
911623;-1001354
912297;-1001354
4829;-1001354
4803;-1001353
-602;-1001353
923924;-1001353
4857;-1001353
4602;-1001353
4861;-1001353
926690;4817
4817;-1001352
926690;-1001352
4823;-1001350
916609;-1001349
916609;-1001349
4813;-1001349
4821;-1001348
4818;-1001345
4814;-1001344
4832;-1001341
907625;-1001341
4832;-1001341
4809;-1001341
907625;-1001341
909599;-1001341
924179;-1001340
4807;-1001339
4840;-1001338
904700;-1001338
904701;-1001338
4805;55
906534;55
4756;-1001337
-606;-1001337
4805;-1001337
906534;-1001337
4756;-1001337
55;-1001337
918844;-1001336
4800;-1001335
911855;-1001335
4819;-1001334
909043;-1001333
4798;-1001333
909043;-1001333
902798;-1001332
4791;-1001332
4783;-1001330
4779;-1001329
4778;-1001328
907454;4776
4776;-1001327
4786;-1001327
907454;-1001327
4763;-1001326
935754;-1001326
924389;4746
4761;4206
-3307;-1001325
924389;-1001325
4746;-1001325
